location_id,report_id
WISCONSIN,WISCONSIN|2022|21
IOWA,IOWA|2022|21
MINNESOTA,MINNESOTA|2022|21
MISSOURI,MISSOURI|2022|21
NEBRASKA,NEBRASKA|2022|21
SOUTH DAKOTA,SOUTH DAKOTA|2022|21
DELAWARE,DELAWARE|2022|21
FLORIDA,FLORIDA|2022|21
SOUTH CAROLINA,SOUTH CAROLINA|2022|21
VIRGINIA,VIRGINIA|2022|21
ALABAMA,ALABAMA|2022|21
KENTUCKY,KENTUCKY|2022|21
ARKANSAS,ARKANSAS|2022|21
LOUISIANA,LOUISIANA|2022|21
OKLAHOMA,OKLAHOMA|2022|21
TEXAS,TEXAS|2022|21
ARIZONA,ARIZONA|2022|21
IDAHO,IDAHO|2022|21
MONTANA,MONTANA|2022|21
NEW MEXICO,NEW MEXICO|2022|21
UTAH,UTAH|2022|21
WYOMING,WYOMING|2022|21
CALIFORNIA,CALIFORNIA|2022|21
OREGON,OREGON|2022|21
WASHINGTON,WASHINGTON|2022|21
NON-US RESIDENTS,NON-US RESIDENTS|2022|21
MAINE,MAINE|2022|22
VERMONT,VERMONT|2022|22
NEW JERSEY,NEW JERSEY|2022|22
PENNSYLVANIA,PENNSYLVANIA|2022|22
MICHIGAN,MICHIGAN|2022|22
OHIO,OHIO|2022|22
WISCONSIN,WISCONSIN|2022|22
IOWA,IOWA|2022|22
MINNESOTA,MINNESOTA|2022|22
NEBRASKA,NEBRASKA|2022|22
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|22
FLORIDA,FLORIDA|2022|22
SOUTH CAROLINA,SOUTH CAROLINA|2022|22
VIRGINIA,VIRGINIA|2022|22
ALABAMA,ALABAMA|2022|22
KENTUCKY,KENTUCKY|2022|22
LOUISIANA,LOUISIANA|2022|22
OKLAHOMA,OKLAHOMA|2022|22
ARIZONA,ARIZONA|2022|22
IDAHO,IDAHO|2022|22
MONTANA,MONTANA|2022|22
NEW MEXICO,NEW MEXICO|2022|22
UTAH,UTAH|2022|22
WYOMING,WYOMING|2022|22
OREGON,OREGON|2022|22
WASHINGTON,WASHINGTON|2022|22
MAINE,MAINE|2022|23
MASSACHUSETTS,MASSACHUSETTS|2022|23
VERMONT,VERMONT|2022|23
NEW JERSEY,NEW JERSEY|2022|23
NEW YORK,NEW YORK|2022|23
PENNSYLVANIA,PENNSYLVANIA|2022|23
ILLINOIS,ILLINOIS|2022|23
MICHIGAN,MICHIGAN|2022|23
WISCONSIN,WISCONSIN|2022|23
IOWA,IOWA|2022|23
KANSAS,KANSAS|2022|23
MINNESOTA,MINNESOTA|2022|23
MISSOURI,MISSOURI|2022|23
NEBRASKA,NEBRASKA|2022|23
NORTH DAKOTA,NORTH DAKOTA|2022|23
SOUTH DAKOTA,SOUTH DAKOTA|2022|23
DELAWARE,DELAWARE|2022|23
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|23
FLORIDA,FLORIDA|2022|23
NORTH CAROLINA,NORTH CAROLINA|2022|23
SOUTH CAROLINA,SOUTH CAROLINA|2022|23
VIRGINIA,VIRGINIA|2022|23
WEST VIRGINIA,WEST VIRGINIA|2022|23
ALABAMA,ALABAMA|2022|23
KENTUCKY,KENTUCKY|2022|23
ARKANSAS,ARKANSAS|2022|23
LOUISIANA,LOUISIANA|2022|23
OKLAHOMA,OKLAHOMA|2022|23
ARIZONA,ARIZONA|2022|23
COLORADO,COLORADO|2022|23
IDAHO,IDAHO|2022|23
NEW MEXICO,NEW MEXICO|2022|23
UTAH,UTAH|2022|23
WYOMING,WYOMING|2022|23
CALIFORNIA,CALIFORNIA|2022|23
OREGON,OREGON|2022|23
WASHINGTON,WASHINGTON|2022|23
MASSACHUSETTS,MASSACHUSETTS|2022|24
VERMONT,VERMONT|2022|24
NEW JERSEY,NEW JERSEY|2022|24
NEW YORK,NEW YORK|2022|24
PENNSYLVANIA,PENNSYLVANIA|2022|24
MICHIGAN,MICHIGAN|2022|24
WISCONSIN,WISCONSIN|2022|24
IOWA,IOWA|2022|24
KANSAS,KANSAS|2022|24
MISSOURI,MISSOURI|2022|24
SOUTH DAKOTA,SOUTH DAKOTA|2022|24
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|24
FLORIDA,FLORIDA|2022|24
GEORGIA,GEORGIA|2022|24
NORTH CAROLINA,NORTH CAROLINA|2022|24
SOUTH CAROLINA,SOUTH CAROLINA|2022|24
VIRGINIA,VIRGINIA|2022|24
WEST VIRGINIA,WEST VIRGINIA|2022|24
ALABAMA,ALABAMA|2022|24
KENTUCKY,KENTUCKY|2022|24
MISSISSIPPI,MISSISSIPPI|2022|24
TENNESSEE,TENNESSEE|2022|24
ARKANSAS,ARKANSAS|2022|24
LOUISIANA,LOUISIANA|2022|24
OKLAHOMA,OKLAHOMA|2022|24
ARIZONA,ARIZONA|2022|24
COLORADO,COLORADO|2022|24
IDAHO,IDAHO|2022|24
MONTANA,MONTANA|2022|24
NEW MEXICO,NEW MEXICO|2022|24
WYOMING,WYOMING|2022|24
CALIFORNIA,CALIFORNIA|2022|24
OREGON,OREGON|2022|24
WASHINGTON,WASHINGTON|2022|24
NON-US RESIDENTS,NON-US RESIDENTS|2022|24
MAINE,MAINE|2022|25
MASSACHUSETTS,MASSACHUSETTS|2022|25
VERMONT,VERMONT|2022|25
NEW JERSEY,NEW JERSEY|2022|25
NEW YORK,NEW YORK|2022|25
PENNSYLVANIA,PENNSYLVANIA|2022|25
ILLINOIS,ILLINOIS|2022|25
MICHIGAN,MICHIGAN|2022|25
WISCONSIN,WISCONSIN|2022|25
IOWA,IOWA|2022|25
KANSAS,KANSAS|2022|25
MINNESOTA,MINNESOTA|2022|25
MISSOURI,MISSOURI|2022|25
NEBRASKA,NEBRASKA|2022|25
NORTH DAKOTA,NORTH DAKOTA|2022|25
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|25
FLORIDA,FLORIDA|2022|25
GEORGIA,GEORGIA|2022|25
NORTH CAROLINA,NORTH CAROLINA|2022|25
SOUTH CAROLINA,SOUTH CAROLINA|2022|25
VIRGINIA,VIRGINIA|2022|25
WEST VIRGINIA,WEST VIRGINIA|2022|25
ALABAMA,ALABAMA|2022|25
KENTUCKY,KENTUCKY|2022|25
MISSISSIPPI,MISSISSIPPI|2022|25
ARKANSAS,ARKANSAS|2022|25
LOUISIANA,LOUISIANA|2022|25
OKLAHOMA,OKLAHOMA|2022|25
TEXAS,TEXAS|2022|25
ARIZONA,ARIZONA|2022|25
COLORADO,COLORADO|2022|25
IDAHO,IDAHO|2022|25
MONTANA,MONTANA|2022|25
NEW MEXICO,NEW MEXICO|2022|25
UTAH,UTAH|2022|25
WYOMING,WYOMING|2022|25
ALASKA,ALASKA|2022|25
CALIFORNIA,CALIFORNIA|2022|25
OREGON,OREGON|2022|25
WASHINGTON,WASHINGTON|2022|25
US TERRITORIES,US TERRITORIES|2022|25
PUERTO RICO,PUERTO RICO|2022|25
NON-US RESIDENTS,NON-US RESIDENTS|2022|25
MAINE,MAINE|2022|26
MASSACHUSETTS,MASSACHUSETTS|2022|26
VERMONT,VERMONT|2022|26
NEW JERSEY,NEW JERSEY|2022|26
NEW YORK,NEW YORK|2022|26
PENNSYLVANIA,PENNSYLVANIA|2022|26
ILLINOIS,ILLINOIS|2022|26
MICHIGAN,MICHIGAN|2022|26
WISCONSIN,WISCONSIN|2022|26
IOWA,IOWA|2022|26
KANSAS,KANSAS|2022|26
MINNESOTA,MINNESOTA|2022|26
NEBRASKA,NEBRASKA|2022|26
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|26
FLORIDA,FLORIDA|2022|26
GEORGIA,GEORGIA|2022|26
NORTH CAROLINA,NORTH CAROLINA|2022|26
SOUTH CAROLINA,SOUTH CAROLINA|2022|26
VIRGINIA,VIRGINIA|2022|26
WEST VIRGINIA,WEST VIRGINIA|2022|26
ALABAMA,ALABAMA|2022|26
KENTUCKY,KENTUCKY|2022|26
ARKANSAS,ARKANSAS|2022|26
LOUISIANA,LOUISIANA|2022|26
OKLAHOMA,OKLAHOMA|2022|26
ARIZONA,ARIZONA|2022|26
IDAHO,IDAHO|2022|26
MONTANA,MONTANA|2022|26
NEVADA,NEVADA|2022|26
NEW MEXICO,NEW MEXICO|2022|26
UTAH,UTAH|2022|26
ALASKA,ALASKA|2022|26
CALIFORNIA,CALIFORNIA|2022|26
OREGON,OREGON|2022|26
WASHINGTON,WASHINGTON|2022|26
NON-US RESIDENTS,NON-US RESIDENTS|2022|26
NEW YORK,NEW YORK|2022|27
PENNSYLVANIA,PENNSYLVANIA|2022|27
MICHIGAN,MICHIGAN|2022|27
WISCONSIN,WISCONSIN|2022|27
IOWA,IOWA|2022|27
KANSAS,KANSAS|2022|27
NEBRASKA,NEBRASKA|2022|27
FLORIDA,FLORIDA|2022|27
SOUTH CAROLINA,SOUTH CAROLINA|2022|27
VIRGINIA,VIRGINIA|2022|27
WEST VIRGINIA,WEST VIRGINIA|2022|27
ALABAMA,ALABAMA|2022|27
KENTUCKY,KENTUCKY|2022|27
TENNESSEE,TENNESSEE|2022|27
ARKANSAS,ARKANSAS|2022|27
LOUISIANA,LOUISIANA|2022|27
OKLAHOMA,OKLAHOMA|2022|27
ARIZONA,ARIZONA|2022|27
COLORADO,COLORADO|2022|27
IDAHO,IDAHO|2022|27
MONTANA,MONTANA|2022|27
NEW MEXICO,NEW MEXICO|2022|27
UTAH,UTAH|2022|27
WYOMING,WYOMING|2022|27
OREGON,OREGON|2022|27
WASHINGTON,WASHINGTON|2022|27
NON-US RESIDENTS,NON-US RESIDENTS|2022|27
MAINE,MAINE|2022|28
NEW JERSEY,NEW JERSEY|2022|28
NEW YORK,NEW YORK|2022|28
PENNSYLVANIA,PENNSYLVANIA|2022|28
ILLINOIS,ILLINOIS|2022|28
MICHIGAN,MICHIGAN|2022|28
WISCONSIN,WISCONSIN|2022|28
IOWA,IOWA|2022|28
KANSAS,KANSAS|2022|28
MINNESOTA,MINNESOTA|2022|28
MISSOURI,MISSOURI|2022|28
NEBRASKA,NEBRASKA|2022|28
SOUTH DAKOTA,SOUTH DAKOTA|2022|28
FLORIDA,FLORIDA|2022|28
GEORGIA,GEORGIA|2022|28
SOUTH CAROLINA,SOUTH CAROLINA|2022|28
VIRGINIA,VIRGINIA|2022|28
WEST VIRGINIA,WEST VIRGINIA|2022|28
ALABAMA,ALABAMA|2022|28
KENTUCKY,KENTUCKY|2022|28
MISSISSIPPI,MISSISSIPPI|2022|28
TENNESSEE,TENNESSEE|2022|28
ARKANSAS,ARKANSAS|2022|28
LOUISIANA,LOUISIANA|2022|28
OKLAHOMA,OKLAHOMA|2022|28
ARIZONA,ARIZONA|2022|28
IDAHO,IDAHO|2022|28
MONTANA,MONTANA|2022|28
NEW MEXICO,NEW MEXICO|2022|28
UTAH,UTAH|2022|28
WYOMING,WYOMING|2022|28
ALASKA,ALASKA|2022|28
CALIFORNIA,CALIFORNIA|2022|28
OREGON,OREGON|2022|28
WASHINGTON,WASHINGTON|2022|28
MAINE,MAINE|2022|29
VERMONT,VERMONT|2022|29
NEW JERSEY,NEW JERSEY|2022|29
NEW YORK,NEW YORK|2022|29
PENNSYLVANIA,PENNSYLVANIA|2022|29
ILLINOIS,ILLINOIS|2022|29
MICHIGAN,MICHIGAN|2022|29
WISCONSIN,WISCONSIN|2022|29
IOWA,IOWA|2022|29
KANSAS,KANSAS|2022|29
MINNESOTA,MINNESOTA|2022|29
MISSOURI,MISSOURI|2022|29
NEBRASKA,NEBRASKA|2022|29
SOUTH DAKOTA,SOUTH DAKOTA|2022|29
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|29
FLORIDA,FLORIDA|2022|29
GEORGIA,GEORGIA|2022|29
NORTH CAROLINA,NORTH CAROLINA|2022|29
SOUTH CAROLINA,SOUTH CAROLINA|2022|29
ALABAMA,ALABAMA|2022|29
KENTUCKY,KENTUCKY|2022|29
MISSISSIPPI,MISSISSIPPI|2022|29
ARKANSAS,ARKANSAS|2022|29
LOUISIANA,LOUISIANA|2022|29
OKLAHOMA,OKLAHOMA|2022|29
ARIZONA,ARIZONA|2022|29
COLORADO,COLORADO|2022|29
IDAHO,IDAHO|2022|29
MONTANA,MONTANA|2022|29
NEW MEXICO,NEW MEXICO|2022|29
UTAH,UTAH|2022|29
WYOMING,WYOMING|2022|29
CALIFORNIA,CALIFORNIA|2022|29
OREGON,OREGON|2022|29
WASHINGTON,WASHINGTON|2022|29
NON-US RESIDENTS,NON-US RESIDENTS|2022|29
MAINE,MAINE|2022|30
NEW JERSEY,NEW JERSEY|2022|30
NEW YORK,NEW YORK|2022|30
PENNSYLVANIA,PENNSYLVANIA|2022|30
ILLINOIS,ILLINOIS|2022|30
MICHIGAN,MICHIGAN|2022|30
WISCONSIN,WISCONSIN|2022|30
IOWA,IOWA|2022|30
KANSAS,KANSAS|2022|30
MINNESOTA,MINNESOTA|2022|30
MISSOURI,MISSOURI|2022|30
NEBRASKA,NEBRASKA|2022|30
NORTH DAKOTA,NORTH DAKOTA|2022|30
SOUTH DAKOTA,SOUTH DAKOTA|2022|30
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|30
FLORIDA,FLORIDA|2022|30
NORTH CAROLINA,NORTH CAROLINA|2022|30
SOUTH CAROLINA,SOUTH CAROLINA|2022|30
VIRGINIA,VIRGINIA|2022|30
WEST VIRGINIA,WEST VIRGINIA|2022|30
ALABAMA,ALABAMA|2022|30
KENTUCKY,KENTUCKY|2022|30
MISSISSIPPI,MISSISSIPPI|2022|30
ARKANSAS,ARKANSAS|2022|30
LOUISIANA,LOUISIANA|2022|30
OKLAHOMA,OKLAHOMA|2022|30
ARIZONA,ARIZONA|2022|30
IDAHO,IDAHO|2022|30
MONTANA,MONTANA|2022|30
NEW MEXICO,NEW MEXICO|2022|30
UTAH,UTAH|2022|30
WYOMING,WYOMING|2022|30
ALASKA,ALASKA|2022|30
CALIFORNIA,CALIFORNIA|2022|30
OREGON,OREGON|2022|30
WASHINGTON,WASHINGTON|2022|30
NON-US RESIDENTS,NON-US RESIDENTS|2022|30
MAINE,MAINE|2022|31
NEW HAMPSHIRE,NEW HAMPSHIRE|2022|31
RHODE ISLAND,RHODE ISLAND|2022|31
VERMONT,VERMONT|2022|31
NEW YORK,NEW YORK|2022|31
PENNSYLVANIA,PENNSYLVANIA|2022|31
ILLINOIS,ILLINOIS|2022|31
MICHIGAN,MICHIGAN|2022|31
OHIO,OHIO|2022|31
WISCONSIN,WISCONSIN|2022|31
IOWA,IOWA|2022|31
KANSAS,KANSAS|2022|31
MINNESOTA,MINNESOTA|2022|31
MISSOURI,MISSOURI|2022|31
NEBRASKA,NEBRASKA|2022|31
NORTH DAKOTA,NORTH DAKOTA|2022|31
SOUTH DAKOTA,SOUTH DAKOTA|2022|31
DELAWARE,DELAWARE|2022|31
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|31
FLORIDA,FLORIDA|2022|31
GEORGIA,GEORGIA|2022|31
NORTH CAROLINA,NORTH CAROLINA|2022|31
SOUTH CAROLINA,SOUTH CAROLINA|2022|31
VIRGINIA,VIRGINIA|2022|31
WEST VIRGINIA,WEST VIRGINIA|2022|31
ALABAMA,ALABAMA|2022|31
KENTUCKY,KENTUCKY|2022|31
MISSISSIPPI,MISSISSIPPI|2022|31
TENNESSEE,TENNESSEE|2022|31
ARKANSAS,ARKANSAS|2022|31
LOUISIANA,LOUISIANA|2022|31
OKLAHOMA,OKLAHOMA|2022|31
TEXAS,TEXAS|2022|31
ARIZONA,ARIZONA|2022|31
COLORADO,COLORADO|2022|31
IDAHO,IDAHO|2022|31
MONTANA,MONTANA|2022|31
NEVADA,NEVADA|2022|31
NEW MEXICO,NEW MEXICO|2022|31
UTAH,UTAH|2022|31
WYOMING,WYOMING|2022|31
ALASKA,ALASKA|2022|31
CALIFORNIA,CALIFORNIA|2022|31
OREGON,OREGON|2022|31
WASHINGTON,WASHINGTON|2022|31
NON-US RESIDENTS,NON-US RESIDENTS|2022|31
MAINE,MAINE|2022|32
VERMONT,VERMONT|2022|32
NEW JERSEY,NEW JERSEY|2022|32
NEW YORK,NEW YORK|2022|32
PENNSYLVANIA,PENNSYLVANIA|2022|32
ILLINOIS,ILLINOIS|2022|32
MICHIGAN,MICHIGAN|2022|32
WISCONSIN,WISCONSIN|2022|32
KANSAS,KANSAS|2022|32
MINNESOTA,MINNESOTA|2022|32
MISSOURI,MISSOURI|2022|32
NEBRASKA,NEBRASKA|2022|32
SOUTH DAKOTA,SOUTH DAKOTA|2022|32
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|32
FLORIDA,FLORIDA|2022|32
GEORGIA,GEORGIA|2022|32
NORTH CAROLINA,NORTH CAROLINA|2022|32
SOUTH CAROLINA,SOUTH CAROLINA|2022|32
VIRGINIA,VIRGINIA|2022|32
WEST VIRGINIA,WEST VIRGINIA|2022|32
ALABAMA,ALABAMA|2022|32
KENTUCKY,KENTUCKY|2022|32
MISSISSIPPI,MISSISSIPPI|2022|32
TENNESSEE,TENNESSEE|2022|32
ARKANSAS,ARKANSAS|2022|32
LOUISIANA,LOUISIANA|2022|32
OKLAHOMA,OKLAHOMA|2022|32
TEXAS,TEXAS|2022|32
ARIZONA,ARIZONA|2022|32
IDAHO,IDAHO|2022|32
MONTANA,MONTANA|2022|32
NEW MEXICO,NEW MEXICO|2022|32
UTAH,UTAH|2022|32
ALASKA,ALASKA|2022|32
CALIFORNIA,CALIFORNIA|2022|32
OREGON,OREGON|2022|32
WASHINGTON,WASHINGTON|2022|32
NON-US RESIDENTS,NON-US RESIDENTS|2022|32
MAINE,MAINE|2022|33
NEW JERSEY,NEW JERSEY|2022|33
NEW YORK,NEW YORK|2022|33
PENNSYLVANIA,PENNSYLVANIA|2022|33
ILLINOIS,ILLINOIS|2022|33
MICHIGAN,MICHIGAN|2022|33
WISCONSIN,WISCONSIN|2022|33
IOWA,IOWA|2022|33
KANSAS,KANSAS|2022|33
MINNESOTA,MINNESOTA|2022|33
MISSOURI,MISSOURI|2022|33
NEBRASKA,NEBRASKA|2022|33
SOUTH DAKOTA,SOUTH DAKOTA|2022|33
FLORIDA,FLORIDA|2022|33
GEORGIA,GEORGIA|2022|33
NORTH CAROLINA,NORTH CAROLINA|2022|33
SOUTH CAROLINA,SOUTH CAROLINA|2022|33
VIRGINIA,VIRGINIA|2022|33
WEST VIRGINIA,WEST VIRGINIA|2022|33
ALABAMA,ALABAMA|2022|33
KENTUCKY,KENTUCKY|2022|33
MISSISSIPPI,MISSISSIPPI|2022|33
ARKANSAS,ARKANSAS|2022|33
LOUISIANA,LOUISIANA|2022|33
OKLAHOMA,OKLAHOMA|2022|33
ARIZONA,ARIZONA|2022|33
IDAHO,IDAHO|2022|33
MONTANA,MONTANA|2022|33
NEW MEXICO,NEW MEXICO|2022|33
UTAH,UTAH|2022|33
WYOMING,WYOMING|2022|33
ALASKA,ALASKA|2022|33
CALIFORNIA,CALIFORNIA|2022|33
OREGON,OREGON|2022|33
WASHINGTON,WASHINGTON|2022|33
MAINE,MAINE|2022|34
VERMONT,VERMONT|2022|34
NEW JERSEY,NEW JERSEY|2022|34
NEW YORK,NEW YORK|2022|34
PENNSYLVANIA,PENNSYLVANIA|2022|34
ILLINOIS,ILLINOIS|2022|34
MICHIGAN,MICHIGAN|2022|34
WISCONSIN,WISCONSIN|2022|34
IOWA,IOWA|2022|34
KANSAS,KANSAS|2022|34
MINNESOTA,MINNESOTA|2022|34
MISSOURI,MISSOURI|2022|34
NEBRASKA,NEBRASKA|2022|34
SOUTH DAKOTA,SOUTH DAKOTA|2022|34
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|34
FLORIDA,FLORIDA|2022|34
GEORGIA,GEORGIA|2022|34
NORTH CAROLINA,NORTH CAROLINA|2022|34
SOUTH CAROLINA,SOUTH CAROLINA|2022|34
VIRGINIA,VIRGINIA|2022|34
WEST VIRGINIA,WEST VIRGINIA|2022|34
ALABAMA,ALABAMA|2022|34
KENTUCKY,KENTUCKY|2022|34
MISSISSIPPI,MISSISSIPPI|2022|34
ARKANSAS,ARKANSAS|2022|34
LOUISIANA,LOUISIANA|2022|34
OKLAHOMA,OKLAHOMA|2022|34
ARIZONA,ARIZONA|2022|34
COLORADO,COLORADO|2022|34
IDAHO,IDAHO|2022|34
MONTANA,MONTANA|2022|34
NEVADA,NEVADA|2022|34
NEW MEXICO,NEW MEXICO|2022|34
UTAH,UTAH|2022|34
WYOMING,WYOMING|2022|34
ALASKA,ALASKA|2022|34
CALIFORNIA,CALIFORNIA|2022|34
OREGON,OREGON|2022|34
WASHINGTON,WASHINGTON|2022|34
NON-US RESIDENTS,NON-US RESIDENTS|2022|34
MAINE,MAINE|2022|35
VERMONT,VERMONT|2022|35
NEW JERSEY,NEW JERSEY|2022|35
NEW YORK,NEW YORK|2022|35
PENNSYLVANIA,PENNSYLVANIA|2022|35
ILLINOIS,ILLINOIS|2022|35
MICHIGAN,MICHIGAN|2022|35
WISCONSIN,WISCONSIN|2022|35
IOWA,IOWA|2022|35
KANSAS,KANSAS|2022|35
MINNESOTA,MINNESOTA|2022|35
MISSOURI,MISSOURI|2022|35
NEBRASKA,NEBRASKA|2022|35
NORTH DAKOTA,NORTH DAKOTA|2022|35
SOUTH DAKOTA,SOUTH DAKOTA|2022|35
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|35
FLORIDA,FLORIDA|2022|35
GEORGIA,GEORGIA|2022|35
NORTH CAROLINA,NORTH CAROLINA|2022|35
SOUTH CAROLINA,SOUTH CAROLINA|2022|35
VIRGINIA,VIRGINIA|2022|35
WEST VIRGINIA,WEST VIRGINIA|2022|35
ALABAMA,ALABAMA|2022|35
KENTUCKY,KENTUCKY|2022|35
MISSISSIPPI,MISSISSIPPI|2022|35
ARKANSAS,ARKANSAS|2022|35
LOUISIANA,LOUISIANA|2022|35
OKLAHOMA,OKLAHOMA|2022|35
ARIZONA,ARIZONA|2022|35
IDAHO,IDAHO|2022|35
MONTANA,MONTANA|2022|35
NEVADA,NEVADA|2022|35
NEW MEXICO,NEW MEXICO|2022|35
UTAH,UTAH|2022|35
WYOMING,WYOMING|2022|35
ALASKA,ALASKA|2022|35
CALIFORNIA,CALIFORNIA|2022|35
OREGON,OREGON|2022|35
WASHINGTON,WASHINGTON|2022|35
NON-US RESIDENTS,NON-US RESIDENTS|2022|35
MAINE,MAINE|2022|36
NEW HAMPSHIRE,NEW HAMPSHIRE|2022|36
VERMONT,VERMONT|2022|36
NEW JERSEY,NEW JERSEY|2022|36
NEW YORK,NEW YORK|2022|36
PENNSYLVANIA,PENNSYLVANIA|2022|36
ILLINOIS,ILLINOIS|2022|36
MICHIGAN,MICHIGAN|2022|36
WISCONSIN,WISCONSIN|2022|36
IOWA,IOWA|2022|36
KANSAS,KANSAS|2022|36
MINNESOTA,MINNESOTA|2022|36
MISSOURI,MISSOURI|2022|36
SOUTH DAKOTA,SOUTH DAKOTA|2022|36
DELAWARE,DELAWARE|2022|36
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|36
GEORGIA,GEORGIA|2022|36
NORTH CAROLINA,NORTH CAROLINA|2022|36
SOUTH CAROLINA,SOUTH CAROLINA|2022|36
VIRGINIA,VIRGINIA|2022|36
WEST VIRGINIA,WEST VIRGINIA|2022|36
ALABAMA,ALABAMA|2022|36
KENTUCKY,KENTUCKY|2022|36
MISSISSIPPI,MISSISSIPPI|2022|36
TENNESSEE,TENNESSEE|2022|36
ARKANSAS,ARKANSAS|2022|36
LOUISIANA,LOUISIANA|2022|36
OKLAHOMA,OKLAHOMA|2022|36
ARIZONA,ARIZONA|2022|36
COLORADO,COLORADO|2022|36
IDAHO,IDAHO|2022|36
MONTANA,MONTANA|2022|36
NEVADA,NEVADA|2022|36
NEW MEXICO,NEW MEXICO|2022|36
UTAH,UTAH|2022|36
WYOMING,WYOMING|2022|36
ALASKA,ALASKA|2022|36
CALIFORNIA,CALIFORNIA|2022|36
OREGON,OREGON|2022|36
WASHINGTON,WASHINGTON|2022|36
NON-US RESIDENTS,NON-US RESIDENTS|2022|36
MAINE,MAINE|2022|37
MASSACHUSETTS,MASSACHUSETTS|2022|37
VERMONT,VERMONT|2022|37
NEW JERSEY,NEW JERSEY|2022|37
NEW YORK,NEW YORK|2022|37
PENNSYLVANIA,PENNSYLVANIA|2022|37
ILLINOIS,ILLINOIS|2022|37
MICHIGAN,MICHIGAN|2022|37
WISCONSIN,WISCONSIN|2022|37
IOWA,IOWA|2022|37
KANSAS,KANSAS|2022|37
MINNESOTA,MINNESOTA|2022|37
MISSOURI,MISSOURI|2022|37
SOUTH DAKOTA,SOUTH DAKOTA|2022|37
DELAWARE,DELAWARE|2022|37
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|37
FLORIDA,FLORIDA|2022|37
NORTH CAROLINA,NORTH CAROLINA|2022|37
SOUTH CAROLINA,SOUTH CAROLINA|2022|37
VIRGINIA,VIRGINIA|2022|37
WEST VIRGINIA,WEST VIRGINIA|2022|37
ALABAMA,ALABAMA|2022|37
KENTUCKY,KENTUCKY|2022|37
MISSISSIPPI,MISSISSIPPI|2022|37
ARKANSAS,ARKANSAS|2022|37
LOUISIANA,LOUISIANA|2022|37
OKLAHOMA,OKLAHOMA|2022|37
ARIZONA,ARIZONA|2022|37
IDAHO,IDAHO|2022|37
MONTANA,MONTANA|2022|37
NEW MEXICO,NEW MEXICO|2022|37
UTAH,UTAH|2022|37
WYOMING,WYOMING|2022|37
CALIFORNIA,CALIFORNIA|2022|37
OREGON,OREGON|2022|37
MAINE,MAINE|2022|38
MASSACHUSETTS,MASSACHUSETTS|2022|38
NEW HAMPSHIRE,NEW HAMPSHIRE|2022|38
RHODE ISLAND,RHODE ISLAND|2022|38
NEW JERSEY,NEW JERSEY|2022|38
NEW YORK,NEW YORK|2022|38
PENNSYLVANIA,PENNSYLVANIA|2022|38
ILLINOIS,ILLINOIS|2022|38
INDIANA,INDIANA|2022|38
MICHIGAN,MICHIGAN|2022|38
WISCONSIN,WISCONSIN|2022|38
IOWA,IOWA|2022|38
MINNESOTA,MINNESOTA|2022|38
NORTH DAKOTA,NORTH DAKOTA|2022|38
SOUTH DAKOTA,SOUTH DAKOTA|2022|38
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2022|38
FLORIDA,FLORIDA|2022|38
GEORGIA,GEORGIA|2022|38
NORTH CAROLINA,NORTH CAROLINA|2022|38
SOUTH CAROLINA,SOUTH CAROLINA|2022|38
VIRGINIA,VIRGINIA|2022|38
WEST VIRGINIA,WEST VIRGINIA|2022|38
ALABAMA,ALABAMA|2022|38
KENTUCKY,KENTUCKY|2022|38
MISSISSIPPI,MISSISSIPPI|2022|38
ARKANSAS,ARKANSAS|2022|38
LOUISIANA,LOUISIANA|2022|38
OKLAHOMA,OKLAHOMA|2022|38
TEXAS,TEXAS|2022|38
ARIZONA,ARIZONA|2022|38
COLORADO,COLORADO|2022|38
IDAHO,IDAHO|2022|38
MONTANA,MONTANA|2022|38
NEW MEXICO,NEW MEXICO|2022|38
UTAH,UTAH|2022|38
WYOMING,WYOMING|2022|38
ALASKA,ALASKA|2022|38
CALIFORNIA,CALIFORNIA|2022|38
OREGON,OREGON|2022|38
WASHINGTON,WASHINGTON|2022|38
NON-US RESIDENTS,NON-US RESIDENTS|2022|38
MAINE,MAINE|2022|39
VERMONT,VERMONT|2022|39
NEW JERSEY,NEW JERSEY|2022|39
NEW YORK,NEW YORK|2022|39
PENNSYLVANIA,PENNSYLVANIA|2022|39
MICHIGAN,MICHIGAN|2022|39
WISCONSIN,WISCONSIN|2022|39
