report_id,next_report_id
INDIANA|2024|17,INDIANA|2024|18
INDIANA|2024|18,INDIANA|2024|19
INDIANA|2024|19,INDIANA|2024|20
INDIANA|2024|20,INDIANA|2024|21
INDIANA|2024|21,INDIANA|2024|22
INDIANA|2024|22,INDIANA|2024|23
INDIANA|2024|23,INDIANA|2024|24
INDIANA|2024|24,INDIANA|2024|25
INDIANA|2024|25,INDIANA|2024|26
INDIANA|2024|26,INDIANA|2024|27
INDIANA|2024|27,INDIANA|2024|28
INDIANA|2024|28,INDIANA|2024|29
INDIANA|2024|29,INDIANA|2024|30
INDIANA|2024|30,INDIANA|2024|31
INDIANA|2024|31,INDIANA|2024|32
INDIANA|2024|32,INDIANA|2024|33
INDIANA|2024|33,INDIANA|2024|34
INDIANA|2024|34,INDIANA|2024|35
INDIANA|2024|35,INDIANA|2024|36
INDIANA|2024|36,INDIANA|2024|37
INDIANA|2024|37,INDIANA|2024|38
INDIANA|2024|38,INDIANA|2024|39
INDIANA|2024|39,INDIANA|2024|40
INDIANA|2024|40,INDIANA|2024|41
INDIANA|2024|41,INDIANA|2024|42
INDIANA|2024|42,INDIANA|2024|43
INDIANA|2024|43,INDIANA|2024|44
INDIANA|2024|44,INDIANA|2024|45
INDIANA|2024|45,INDIANA|2024|46
INDIANA|2024|46,INDIANA|2024|47
INDIANA|2024|47,INDIANA|2024|48
INDIANA|2024|48,INDIANA|2024|49
INDIANA|2024|49,INDIANA|2024|50
INDIANA|2024|50,INDIANA|2024|51
INDIANA|2024|51,INDIANA|2024|52
INDIANA|2024|52,INDIANA|2025|1
INDIANA|2025|1,INDIANA|2025|2
INDIANA|2025|2,INDIANA|2025|3
INDIANA|2025|3,INDIANA|2025|4
INDIANA|2025|4,INDIANA|2025|5
INDIANA|2025|5,INDIANA|2025|6
INDIANA|2025|6,INDIANA|2025|7
INDIANA|2025|7,INDIANA|2025|8
INDIANA|2025|8,INDIANA|2025|9
INDIANA|2025|9,INDIANA|2025|10
INDIANA|2025|10,INDIANA|2025|11
INDIANA|2025|11,INDIANA|2025|12
INDIANA|2025|12,INDIANA|2025|13
INDIANA|2025|13,INDIANA|2025|14
IOWA|2022|1,IOWA|2022|2
IOWA|2022|2,IOWA|2022|3
IOWA|2022|3,IOWA|2022|4
IOWA|2022|4,IOWA|2022|5
IOWA|2022|5,IOWA|2022|6
IOWA|2022|6,IOWA|2022|7
IOWA|2022|7,IOWA|2022|9
IOWA|2022|9,IOWA|2022|11
IOWA|2022|11,IOWA|2022|12
IOWA|2022|12,IOWA|2022|13
IOWA|2022|13,IOWA|2022|14
IOWA|2022|14,IOWA|2022|15
IOWA|2022|15,IOWA|2022|16
IOWA|2022|16,IOWA|2022|17
IOWA|2022|17,IOWA|2022|19
IOWA|2022|19,IOWA|2022|21
IOWA|2022|21,IOWA|2022|22
IOWA|2022|22,IOWA|2022|23
IOWA|2022|23,IOWA|2022|24
IOWA|2022|24,IOWA|2022|25
IOWA|2022|25,IOWA|2022|26
IOWA|2022|26,IOWA|2022|27
IOWA|2022|27,IOWA|2022|28
IOWA|2022|28,IOWA|2022|29
IOWA|2022|29,IOWA|2022|30
IOWA|2022|30,IOWA|2022|31
IOWA|2022|31,IOWA|2022|33
IOWA|2022|33,IOWA|2022|34
IOWA|2022|34,IOWA|2022|35
IOWA|2022|35,IOWA|2022|36
IOWA|2022|36,IOWA|2022|37
IOWA|2022|37,IOWA|2022|38
IOWA|2022|38,IOWA|2022|40
IOWA|2022|40,IOWA|2022|41
IOWA|2022|41,IOWA|2022|42
IOWA|2022|42,IOWA|2022|43
IOWA|2022|43,IOWA|2022|44
IOWA|2022|44,IOWA|2022|45
IOWA|2022|45,IOWA|2022|46
IOWA|2022|46,IOWA|2022|48
IOWA|2022|48,IOWA|2022|49
IOWA|2022|49,IOWA|2022|50
IOWA|2022|50,IOWA|2022|51
IOWA|2022|51,IOWA|2023|1
IOWA|2023|1,IOWA|2023|3
IOWA|2023|3,IOWA|2023|4
IOWA|2023|4,IOWA|2023|5
IOWA|2023|5,IOWA|2023|6
IOWA|2023|6,IOWA|2023|7
IOWA|2023|7,IOWA|2023|8
IOWA|2023|8,IOWA|2023|9
IOWA|2023|9,IOWA|2023|10
IOWA|2023|10,IOWA|2023|11
IOWA|2023|11,IOWA|2023|13
IOWA|2023|13,IOWA|2023|14
IOWA|2023|14,IOWA|2023|15
IOWA|2023|15,IOWA|2023|16
IOWA|2023|16,IOWA|2023|17
IOWA|2023|17,IOWA|2023|18
IOWA|2023|18,IOWA|2023|19
IOWA|2023|19,IOWA|2023|20
IOWA|2023|20,IOWA|2023|21
IOWA|2023|21,IOWA|2023|22
IOWA|2023|22,IOWA|2023|23
IOWA|2023|23,IOWA|2023|24
IOWA|2023|24,IOWA|2023|25
IOWA|2023|25,IOWA|2023|26
IOWA|2023|26,IOWA|2023|27
IOWA|2023|27,IOWA|2023|28
IOWA|2023|28,IOWA|2023|29
IOWA|2023|29,IOWA|2023|30
IOWA|2023|30,IOWA|2023|31
IOWA|2023|31,IOWA|2023|32
IOWA|2023|32,IOWA|2023|33
IOWA|2023|33,IOWA|2023|34
IOWA|2023|34,IOWA|2023|35
IOWA|2023|35,IOWA|2023|36
IOWA|2023|36,IOWA|2023|37
IOWA|2023|37,IOWA|2023|38
IOWA|2023|38,IOWA|2023|39
IOWA|2023|39,IOWA|2023|40
IOWA|2023|40,IOWA|2023|41
IOWA|2023|41,IOWA|2023|42
IOWA|2023|42,IOWA|2023|43
IOWA|2023|43,IOWA|2023|44
IOWA|2023|44,IOWA|2023|45
IOWA|2023|45,IOWA|2023|46
IOWA|2023|46,IOWA|2023|47
IOWA|2023|47,IOWA|2023|48
IOWA|2023|48,IOWA|2023|49
IOWA|2023|49,IOWA|2023|50
IOWA|2023|50,IOWA|2023|51
IOWA|2023|51,IOWA|2023|52
IOWA|2023|52,IOWA|2024|1
IOWA|2024|1,IOWA|2024|2
IOWA|2024|2,IOWA|2024|3
IOWA|2024|3,IOWA|2024|4
IOWA|2024|4,IOWA|2024|5
IOWA|2024|5,IOWA|2024|6
IOWA|2024|6,IOWA|2024|7
IOWA|2024|7,IOWA|2024|8
IOWA|2024|8,IOWA|2024|9
IOWA|2024|9,IOWA|2024|10
IOWA|2024|10,IOWA|2024|11
IOWA|2024|11,IOWA|2024|12
IOWA|2024|12,IOWA|2024|13
IOWA|2024|13,IOWA|2024|14
IOWA|2024|14,IOWA|2024|15
IOWA|2024|15,IOWA|2024|16
IOWA|2024|16,IOWA|2024|17
IOWA|2024|17,IOWA|2024|18
IOWA|2024|18,IOWA|2024|19
IOWA|2024|19,IOWA|2024|20
IOWA|2024|20,IOWA|2024|21
IOWA|2024|21,IOWA|2024|22
IOWA|2024|22,IOWA|2024|23
IOWA|2024|23,IOWA|2024|24
IOWA|2024|24,IOWA|2024|25
IOWA|2024|25,IOWA|2024|26
IOWA|2024|26,IOWA|2024|27
IOWA|2024|27,IOWA|2024|28
IOWA|2024|28,IOWA|2024|29
IOWA|2024|29,IOWA|2024|30
IOWA|2024|30,IOWA|2024|31
IOWA|2024|31,IOWA|2024|32
IOWA|2024|32,IOWA|2024|33
IOWA|2024|33,IOWA|2024|34
IOWA|2024|34,IOWA|2024|35
IOWA|2024|35,IOWA|2024|36
IOWA|2024|36,IOWA|2024|37
IOWA|2024|37,IOWA|2024|38
IOWA|2024|38,IOWA|2024|39
IOWA|2024|39,IOWA|2024|40
IOWA|2024|40,IOWA|2024|41
IOWA|2024|41,IOWA|2024|42
IOWA|2024|42,IOWA|2024|43
IOWA|2024|43,IOWA|2024|44
IOWA|2024|44,IOWA|2024|45
IOWA|2024|45,IOWA|2024|46
IOWA|2024|46,IOWA|2024|47
IOWA|2024|47,IOWA|2024|48
IOWA|2024|48,IOWA|2024|49
IOWA|2024|49,IOWA|2024|50
IOWA|2024|50,IOWA|2024|51
IOWA|2024|51,IOWA|2024|52
IOWA|2024|52,IOWA|2025|1
IOWA|2025|1,IOWA|2025|2
IOWA|2025|2,IOWA|2025|3
IOWA|2025|3,IOWA|2025|4
IOWA|2025|4,IOWA|2025|5
IOWA|2025|5,IOWA|2025|6
IOWA|2025|6,IOWA|2025|7
IOWA|2025|7,IOWA|2025|8
IOWA|2025|8,IOWA|2025|9
IOWA|2025|9,IOWA|2025|10
IOWA|2025|10,IOWA|2025|11
IOWA|2025|11,IOWA|2025|12
IOWA|2025|12,IOWA|2025|13
IOWA|2025|13,IOWA|2025|14
KANSAS|2022|1,KANSAS|2022|2
KANSAS|2022|2,KANSAS|2022|3
KANSAS|2022|3,KANSAS|2022|4
KANSAS|2022|4,KANSAS|2022|5
KANSAS|2022|5,KANSAS|2022|6
KANSAS|2022|6,KANSAS|2022|7
KANSAS|2022|7,KANSAS|2022|8
KANSAS|2022|8,KANSAS|2022|9
KANSAS|2022|9,KANSAS|2022|23
KANSAS|2022|23,KANSAS|2022|24
KANSAS|2022|24,KANSAS|2022|25
KANSAS|2022|25,KANSAS|2022|26
KANSAS|2022|26,KANSAS|2022|27
KANSAS|2022|27,KANSAS|2022|28
KANSAS|2022|28,KANSAS|2022|29
KANSAS|2022|29,KANSAS|2022|30
KANSAS|2022|30,KANSAS|2022|31
KANSAS|2022|31,KANSAS|2022|32
KANSAS|2022|32,KANSAS|2022|33
KANSAS|2022|33,KANSAS|2022|34
KANSAS|2022|34,KANSAS|2022|35
KANSAS|2022|35,KANSAS|2022|36
KANSAS|2022|36,KANSAS|2022|37
KANSAS|2022|37,KANSAS|2022|39
KANSAS|2022|39,KANSAS|2022|40
KANSAS|2022|40,KANSAS|2022|41
KANSAS|2022|41,KANSAS|2022|42
KANSAS|2022|42,KANSAS|2022|43
KANSAS|2022|43,KANSAS|2022|44
KANSAS|2022|44,KANSAS|2022|45
KANSAS|2022|45,KANSAS|2022|46
KANSAS|2022|46,KANSAS|2022|47
KANSAS|2022|47,KANSAS|2022|48
KANSAS|2022|48,KANSAS|2022|49
KANSAS|2022|49,KANSAS|2022|50
KANSAS|2022|50,KANSAS|2023|1
KANSAS|2023|1,KANSAS|2023|2
KANSAS|2023|2,KANSAS|2023|3
KANSAS|2023|3,KANSAS|2023|4
KANSAS|2023|4,KANSAS|2023|5
KANSAS|2023|5,KANSAS|2023|6
KANSAS|2023|6,KANSAS|2023|7
KANSAS|2023|7,KANSAS|2023|8
KANSAS|2023|8,KANSAS|2023|9
KANSAS|2023|9,KANSAS|2023|10
KANSAS|2023|10,KANSAS|2023|11
KANSAS|2023|11,KANSAS|2023|13
KANSAS|2023|13,KANSAS|2023|14
KANSAS|2023|14,KANSAS|2023|15
KANSAS|2023|15,KANSAS|2023|16
KANSAS|2023|16,KANSAS|2023|17
KANSAS|2023|17,KANSAS|2023|18
KANSAS|2023|18,KANSAS|2023|19
KANSAS|2023|19,KANSAS|2023|20
KANSAS|2023|20,KANSAS|2023|21
KANSAS|2023|21,KANSAS|2023|22
KANSAS|2023|22,KANSAS|2023|23
KANSAS|2023|23,KANSAS|2023|24
KANSAS|2023|24,KANSAS|2023|25
KANSAS|2023|25,KANSAS|2023|26
KANSAS|2023|26,KANSAS|2023|27
KANSAS|2023|27,KANSAS|2023|28
KANSAS|2023|28,KANSAS|2023|29
KANSAS|2023|29,KANSAS|2023|30
KANSAS|2023|30,KANSAS|2023|31
KANSAS|2023|31,KANSAS|2023|32
KANSAS|2023|32,KANSAS|2023|33
KANSAS|2023|33,KANSAS|2023|34
KANSAS|2023|34,KANSAS|2023|35
KANSAS|2023|35,KANSAS|2023|36
KANSAS|2023|36,KANSAS|2023|37
KANSAS|2023|37,KANSAS|2023|38
KANSAS|2023|38,KANSAS|2023|39
KANSAS|2023|39,KANSAS|2023|40
KANSAS|2023|40,KANSAS|2023|41
KANSAS|2023|41,KANSAS|2023|42
KANSAS|2023|42,KANSAS|2023|43
KANSAS|2023|43,KANSAS|2023|44
KANSAS|2023|44,KANSAS|2023|45
KANSAS|2023|45,KANSAS|2023|46
KANSAS|2023|46,KANSAS|2023|47
KANSAS|2023|47,KANSAS|2023|48
KANSAS|2023|48,KANSAS|2023|49
KANSAS|2023|49,KANSAS|2023|50
KANSAS|2023|50,KANSAS|2023|51
KANSAS|2023|51,KANSAS|2024|1
KANSAS|2024|1,KANSAS|2024|2
KANSAS|2024|2,KANSAS|2024|3
KANSAS|2024|3,KANSAS|2024|4
KANSAS|2024|4,KANSAS|2024|5
KANSAS|2024|5,KANSAS|2024|6
KANSAS|2024|6,KANSAS|2024|7
KANSAS|2024|7,KANSAS|2024|8
KANSAS|2024|8,KANSAS|2024|9
KANSAS|2024|9,KANSAS|2024|10
KANSAS|2024|10,KANSAS|2024|11
KANSAS|2024|11,KANSAS|2024|12
KANSAS|2024|12,KANSAS|2024|13
KANSAS|2024|13,KANSAS|2024|14
KANSAS|2024|14,KANSAS|2024|15
KANSAS|2024|15,KANSAS|2024|16
KANSAS|2024|16,KANSAS|2024|17
KANSAS|2024|17,KANSAS|2024|18
KANSAS|2024|18,KANSAS|2024|19
KANSAS|2024|19,KANSAS|2024|20
KANSAS|2024|20,KANSAS|2024|21
KANSAS|2024|21,KANSAS|2024|22
KANSAS|2024|22,KANSAS|2024|23
KANSAS|2024|23,KANSAS|2024|25
KANSAS|2024|25,KANSAS|2024|26
KANSAS|2024|26,KANSAS|2024|27
KANSAS|2024|27,KANSAS|2024|28
KANSAS|2024|28,KANSAS|2024|29
KANSAS|2024|29,KANSAS|2024|30
KANSAS|2024|30,KANSAS|2024|31
KANSAS|2024|31,KANSAS|2024|32
KANSAS|2024|32,KANSAS|2024|33
KANSAS|2024|33,KANSAS|2024|34
KANSAS|2024|34,KANSAS|2024|35
KANSAS|2024|35,KANSAS|2024|36
KANSAS|2024|36,KANSAS|2024|37
KANSAS|2024|37,KANSAS|2024|38
KANSAS|2024|38,KANSAS|2024|39
KANSAS|2024|39,KANSAS|2024|40
KANSAS|2024|40,KANSAS|2024|41
KANSAS|2024|41,KANSAS|2024|42
KANSAS|2024|42,KANSAS|2024|43
KANSAS|2024|43,KANSAS|2024|44
KANSAS|2024|44,KANSAS|2024|45
KANSAS|2024|45,KANSAS|2024|46
KANSAS|2024|46,KANSAS|2024|47
KANSAS|2024|47,KANSAS|2024|48
KANSAS|2024|48,KANSAS|2024|49
KANSAS|2024|49,KANSAS|2024|50
KANSAS|2024|50,KANSAS|2024|51
KANSAS|2024|51,KANSAS|2024|52
KANSAS|2024|52,KANSAS|2025|2
KANSAS|2025|2,KANSAS|2025|3
KANSAS|2025|3,KANSAS|2025|4
KANSAS|2025|4,KANSAS|2025|6
KANSAS|2025|6,KANSAS|2025|7
KANSAS|2025|7,KANSAS|2025|8
KANSAS|2025|8,KANSAS|2025|9
KANSAS|2025|9,KANSAS|2025|10
KANSAS|2025|10,KANSAS|2025|11
KANSAS|2025|11,KANSAS|2025|12
KANSAS|2025|12,KANSAS|2025|13
KANSAS|2025|13,KANSAS|2025|14
KENTUCKY|2022|1,KENTUCKY|2022|2
KENTUCKY|2022|2,KENTUCKY|2022|8
KENTUCKY|2022|8,KENTUCKY|2022|9
KENTUCKY|2022|9,KENTUCKY|2022|10
KENTUCKY|2022|10,KENTUCKY|2022|11
KENTUCKY|2022|11,KENTUCKY|2022|12
KENTUCKY|2022|12,KENTUCKY|2022|13
KENTUCKY|2022|13,KENTUCKY|2022|14
KENTUCKY|2022|14,KENTUCKY|2022|15
KENTUCKY|2022|15,KENTUCKY|2022|16
KENTUCKY|2022|16,KENTUCKY|2022|17
KENTUCKY|2022|17,KENTUCKY|2022|18
KENTUCKY|2022|18,KENTUCKY|2022|19
KENTUCKY|2022|19,KENTUCKY|2022|20
KENTUCKY|2022|20,KENTUCKY|2022|21
KENTUCKY|2022|21,KENTUCKY|2022|22
KENTUCKY|2022|22,KENTUCKY|2022|23
KENTUCKY|2022|23,KENTUCKY|2022|24
KENTUCKY|2022|24,KENTUCKY|2022|25
KENTUCKY|2022|25,KENTUCKY|2022|26
KENTUCKY|2022|26,KENTUCKY|2022|27
KENTUCKY|2022|27,KENTUCKY|2022|28
KENTUCKY|2022|28,KENTUCKY|2022|29
KENTUCKY|2022|29,KENTUCKY|2022|30
KENTUCKY|2022|30,KENTUCKY|2022|31
KENTUCKY|2022|31,KENTUCKY|2022|32
KENTUCKY|2022|32,KENTUCKY|2022|33
KENTUCKY|2022|33,KENTUCKY|2022|34
KENTUCKY|2022|34,KENTUCKY|2022|35
KENTUCKY|2022|35,KENTUCKY|2022|36
KENTUCKY|2022|36,KENTUCKY|2022|37
KENTUCKY|2022|37,KENTUCKY|2022|38
KENTUCKY|2022|38,KENTUCKY|2022|39
KENTUCKY|2022|39,KENTUCKY|2022|40
KENTUCKY|2022|40,KENTUCKY|2022|41
KENTUCKY|2022|41,KENTUCKY|2022|42
KENTUCKY|2022|42,KENTUCKY|2022|43
KENTUCKY|2022|43,KENTUCKY|2022|44
KENTUCKY|2022|44,KENTUCKY|2022|45
KENTUCKY|2022|45,KENTUCKY|2022|46
KENTUCKY|2022|46,KENTUCKY|2022|47
KENTUCKY|2022|47,KENTUCKY|2022|48
KENTUCKY|2022|48,KENTUCKY|2022|49
KENTUCKY|2022|49,KENTUCKY|2022|50
KENTUCKY|2022|50,KENTUCKY|2022|51
KENTUCKY|2022|51,KENTUCKY|2022|52
KENTUCKY|2022|52,KENTUCKY|2023|1
KENTUCKY|2023|1,KENTUCKY|2023|2
KENTUCKY|2023|2,KENTUCKY|2023|3
KENTUCKY|2023|3,KENTUCKY|2023|4
KENTUCKY|2023|4,KENTUCKY|2023|5
KENTUCKY|2023|5,KENTUCKY|2023|6
KENTUCKY|2023|6,KENTUCKY|2023|7
KENTUCKY|2023|7,KENTUCKY|2023|8
KENTUCKY|2023|8,KENTUCKY|2023|9
KENTUCKY|2023|9,KENTUCKY|2023|10
KENTUCKY|2023|10,KENTUCKY|2023|11
KENTUCKY|2023|11,KENTUCKY|2023|13
KENTUCKY|2023|13,KENTUCKY|2023|14
KENTUCKY|2023|14,KENTUCKY|2023|15
KENTUCKY|2023|15,KENTUCKY|2023|16
KENTUCKY|2023|16,KENTUCKY|2023|17
KENTUCKY|2023|17,KENTUCKY|2023|18
KENTUCKY|2023|18,KENTUCKY|2023|19
KENTUCKY|2023|19,KENTUCKY|2023|20
KENTUCKY|2023|20,KENTUCKY|2023|21
KENTUCKY|2023|21,KENTUCKY|2023|22
KENTUCKY|2023|22,KENTUCKY|2023|23
KENTUCKY|2023|23,KENTUCKY|2023|24
KENTUCKY|2023|24,KENTUCKY|2023|25
KENTUCKY|2023|25,KENTUCKY|2023|26
KENTUCKY|2023|26,KENTUCKY|2023|27
KENTUCKY|2023|27,KENTUCKY|2023|28
KENTUCKY|2023|28,KENTUCKY|2023|29
KENTUCKY|2023|29,KENTUCKY|2023|30
KENTUCKY|2023|30,KENTUCKY|2023|31
KENTUCKY|2023|31,KENTUCKY|2023|32
KENTUCKY|2023|32,KENTUCKY|2023|33
KENTUCKY|2023|33,KENTUCKY|2023|34
KENTUCKY|2023|34,KENTUCKY|2023|35
KENTUCKY|2023|35,KENTUCKY|2023|36
KENTUCKY|2023|36,KENTUCKY|2023|37
KENTUCKY|2023|37,KENTUCKY|2023|38
KENTUCKY|2023|38,KENTUCKY|2023|39
KENTUCKY|2023|39,KENTUCKY|2023|40
KENTUCKY|2023|40,KENTUCKY|2023|41
KENTUCKY|2023|41,KENTUCKY|2023|42
KENTUCKY|2023|42,KENTUCKY|2023|43
KENTUCKY|2023|43,KENTUCKY|2023|44
KENTUCKY|2023|44,KENTUCKY|2023|45
KENTUCKY|2023|45,KENTUCKY|2023|46
KENTUCKY|2023|46,KENTUCKY|2023|47
KENTUCKY|2023|47,KENTUCKY|2023|48
KENTUCKY|2023|48,KENTUCKY|2023|49
KENTUCKY|2023|49,KENTUCKY|2023|50
KENTUCKY|2023|50,KENTUCKY|2023|51
KENTUCKY|2023|51,KENTUCKY|2023|52
KENTUCKY|2023|52,KENTUCKY|2024|1
KENTUCKY|2024|1,KENTUCKY|2024|2
KENTUCKY|2024|2,KENTUCKY|2024|3
KENTUCKY|2024|3,KENTUCKY|2024|4
KENTUCKY|2024|4,KENTUCKY|2024|5
KENTUCKY|2024|5,KENTUCKY|2024|6
KENTUCKY|2024|6,KENTUCKY|2024|7
KENTUCKY|2024|7,KENTUCKY|2024|8
KENTUCKY|2024|8,KENTUCKY|2024|9
KENTUCKY|2024|9,KENTUCKY|2024|10
KENTUCKY|2024|10,KENTUCKY|2024|11
KENTUCKY|2024|11,KENTUCKY|2024|12
KENTUCKY|2024|12,KENTUCKY|2024|13
KENTUCKY|2024|13,KENTUCKY|2024|14
KENTUCKY|2024|14,KENTUCKY|2024|15
KENTUCKY|2024|15,KENTUCKY|2024|16
KENTUCKY|2024|16,KENTUCKY|2024|17
KENTUCKY|2024|17,KENTUCKY|2024|18
KENTUCKY|2024|18,KENTUCKY|2024|19
KENTUCKY|2024|19,KENTUCKY|2024|20
KENTUCKY|2024|20,KENTUCKY|2024|21
KENTUCKY|2024|21,KENTUCKY|2024|22
KENTUCKY|2024|22,KENTUCKY|2024|23
KENTUCKY|2024|23,KENTUCKY|2024|24
KENTUCKY|2024|24,KENTUCKY|2024|25
KENTUCKY|2024|25,KENTUCKY|2024|26
KENTUCKY|2024|26,KENTUCKY|2024|27
KENTUCKY|2024|27,KENTUCKY|2024|28
KENTUCKY|2024|28,KENTUCKY|2024|29
KENTUCKY|2024|29,KENTUCKY|2024|30
KENTUCKY|2024|30,KENTUCKY|2024|31
KENTUCKY|2024|31,KENTUCKY|2024|32
KENTUCKY|2024|32,KENTUCKY|2024|33
KENTUCKY|2024|33,KENTUCKY|2024|34
KENTUCKY|2024|34,KENTUCKY|2024|35
KENTUCKY|2024|35,KENTUCKY|2024|36
KENTUCKY|2024|36,KENTUCKY|2024|37
KENTUCKY|2024|37,KENTUCKY|2024|38
KENTUCKY|2024|38,KENTUCKY|2024|39
KENTUCKY|2024|39,KENTUCKY|2024|40
KENTUCKY|2024|40,KENTUCKY|2024|41
KENTUCKY|2024|41,KENTUCKY|2024|42
KENTUCKY|2024|42,KENTUCKY|2024|43
KENTUCKY|2024|43,KENTUCKY|2024|44
KENTUCKY|2024|44,KENTUCKY|2024|45
KENTUCKY|2024|45,KENTUCKY|2024|46
KENTUCKY|2024|46,KENTUCKY|2024|47
KENTUCKY|2024|47,KENTUCKY|2024|48
KENTUCKY|2024|48,KENTUCKY|2024|49
KENTUCKY|2024|49,KENTUCKY|2024|50
KENTUCKY|2024|50,KENTUCKY|2024|51
KENTUCKY|2024|51,KENTUCKY|2024|52
KENTUCKY|2024|52,KENTUCKY|2025|1
KENTUCKY|2025|1,KENTUCKY|2025|2
KENTUCKY|2025|2,KENTUCKY|2025|3
KENTUCKY|2025|3,KENTUCKY|2025|4
KENTUCKY|2025|4,KENTUCKY|2025|5
KENTUCKY|2025|5,KENTUCKY|2025|6
KENTUCKY|2025|6,KENTUCKY|2025|7
KENTUCKY|2025|7,KENTUCKY|2025|8
KENTUCKY|2025|8,KENTUCKY|2025|9
KENTUCKY|2025|9,KENTUCKY|2025|10
KENTUCKY|2025|10,KENTUCKY|2025|11
KENTUCKY|2025|11,KENTUCKY|2025|12
KENTUCKY|2025|12,KENTUCKY|2025|13
KENTUCKY|2025|13,KENTUCKY|2025|14
LOUISIANA|2022|6,LOUISIANA|2022|7
LOUISIANA|2022|7,LOUISIANA|2022|8
LOUISIANA|2022|8,LOUISIANA|2022|9
LOUISIANA|2022|9,LOUISIANA|2022|10
LOUISIANA|2022|10,LOUISIANA|2022|11
LOUISIANA|2022|11,LOUISIANA|2022|12
LOUISIANA|2022|12,LOUISIANA|2022|13
LOUISIANA|2022|13,LOUISIANA|2022|14
LOUISIANA|2022|14,LOUISIANA|2022|15
LOUISIANA|2022|15,LOUISIANA|2022|16
LOUISIANA|2022|16,LOUISIANA|2022|17
LOUISIANA|2022|17,LOUISIANA|2022|18
LOUISIANA|2022|18,LOUISIANA|2022|19
LOUISIANA|2022|19,LOUISIANA|2022|20
LOUISIANA|2022|20,LOUISIANA|2022|21
LOUISIANA|2022|21,LOUISIANA|2022|22
LOUISIANA|2022|22,LOUISIANA|2022|23
LOUISIANA|2022|23,LOUISIANA|2022|24
LOUISIANA|2022|24,LOUISIANA|2022|25
LOUISIANA|2022|25,LOUISIANA|2022|26
LOUISIANA|2022|26,LOUISIANA|2022|27
LOUISIANA|2022|27,LOUISIANA|2022|28
LOUISIANA|2022|28,LOUISIANA|2022|29
LOUISIANA|2022|29,LOUISIANA|2022|30
LOUISIANA|2022|30,LOUISIANA|2022|31
LOUISIANA|2022|31,LOUISIANA|2022|32
LOUISIANA|2022|32,LOUISIANA|2022|33
LOUISIANA|2022|33,LOUISIANA|2022|34
LOUISIANA|2022|34,LOUISIANA|2022|35
LOUISIANA|2022|35,LOUISIANA|2022|36
LOUISIANA|2022|36,LOUISIANA|2022|37
LOUISIANA|2022|37,LOUISIANA|2022|38
LOUISIANA|2022|38,LOUISIANA|2022|39
LOUISIANA|2022|39,LOUISIANA|2022|40
LOUISIANA|2022|40,LOUISIANA|2022|41
LOUISIANA|2022|41,LOUISIANA|2022|42
LOUISIANA|2022|42,LOUISIANA|2022|43
LOUISIANA|2022|43,LOUISIANA|2022|44
LOUISIANA|2022|44,LOUISIANA|2022|45
LOUISIANA|2022|45,LOUISIANA|2022|46
LOUISIANA|2022|46,LOUISIANA|2022|47
LOUISIANA|2022|47,LOUISIANA|2022|48
LOUISIANA|2022|48,LOUISIANA|2022|49
LOUISIANA|2022|49,LOUISIANA|2022|50
LOUISIANA|2022|50,LOUISIANA|2022|51
LOUISIANA|2022|51,LOUISIANA|2023|1
LOUISIANA|2023|1,LOUISIANA|2023|2
LOUISIANA|2023|2,LOUISIANA|2023|3
LOUISIANA|2023|3,LOUISIANA|2023|4
LOUISIANA|2023|4,LOUISIANA|2023|6
LOUISIANA|2023|6,LOUISIANA|2023|8
LOUISIANA|2023|8,LOUISIANA|2023|9
LOUISIANA|2023|9,LOUISIANA|2023|10
LOUISIANA|2023|10,LOUISIANA|2023|11
LOUISIANA|2023|11,LOUISIANA|2023|13
LOUISIANA|2023|13,LOUISIANA|2023|14
LOUISIANA|2023|14,LOUISIANA|2023|15
LOUISIANA|2023|15,LOUISIANA|2023|16
LOUISIANA|2023|16,LOUISIANA|2023|17
LOUISIANA|2023|17,LOUISIANA|2023|18
LOUISIANA|2023|18,LOUISIANA|2023|19
LOUISIANA|2023|19,LOUISIANA|2023|20
LOUISIANA|2023|20,LOUISIANA|2023|21
LOUISIANA|2023|21,LOUISIANA|2023|22
LOUISIANA|2023|22,LOUISIANA|2023|23
LOUISIANA|2023|23,LOUISIANA|2023|24
LOUISIANA|2023|24,LOUISIANA|2023|25
LOUISIANA|2023|25,LOUISIANA|2023|26
LOUISIANA|2023|26,LOUISIANA|2023|27
LOUISIANA|2023|27,LOUISIANA|2023|28
LOUISIANA|2023|28,LOUISIANA|2023|29
LOUISIANA|2023|29,LOUISIANA|2023|30
LOUISIANA|2023|30,LOUISIANA|2023|31
LOUISIANA|2023|31,LOUISIANA|2023|32
LOUISIANA|2023|32,LOUISIANA|2023|33
LOUISIANA|2023|33,LOUISIANA|2023|34
LOUISIANA|2023|34,LOUISIANA|2023|35
LOUISIANA|2023|35,LOUISIANA|2023|36
LOUISIANA|2023|36,LOUISIANA|2023|38
LOUISIANA|2023|38,LOUISIANA|2023|40
LOUISIANA|2023|40,LOUISIANA|2023|41
LOUISIANA|2023|41,LOUISIANA|2023|42
LOUISIANA|2023|42,LOUISIANA|2023|43
LOUISIANA|2023|43,LOUISIANA|2023|44
LOUISIANA|2023|44,LOUISIANA|2023|45
LOUISIANA|2023|45,LOUISIANA|2023|46
