report_id,location_id,year,week,cases_current_week,cases_diff,cumulative_ytd_current_year,cumulative_ytd_prev_year
PENNSYLVANIA|2022|38,PENNSYLVANIA,2022,38,26,-877,38318,39058
ILLINOIS|2022|38,ILLINOIS,2022,38,68,0,32016,53442
INDIANA|2022|38,INDIANA,2022,38,359,9,22730,25517
MICHIGAN|2022|38,MICHIGAN,2022,38,192,6,22305,33491
WISCONSIN|2022|38,WISCONSIN,2022,38,429,23,18356,21135
IOWA|2022|38,IOWA,2022,38,75,67,9480,9682
MINNESOTA|2022|38,MINNESOTA,2022,38,71,-86,15714,16756
NORTH DAKOTA|2022|38,NORTH DAKOTA,2022,38,1,0,2025,2966
SOUTH DAKOTA|2022|38,SOUTH DAKOTA,2022,38,59,37,3583,3287
DISTRICT OF COLUMBIA|2022|38,DISTRICT OF COLUMBIA,2022,38,89,-9,5772,5001
FLORIDA|2022|38,FLORIDA,2022,38,1729,207,72891,76228
GEORGIA|2022|38,GEORGIA,2022,38,179,-51,43312,48704
NORTH CAROLINA|2022|38,NORTH CAROLINA,2022,38,2,-9,38185,46552
SOUTH CAROLINA|2022|38,SOUTH CAROLINA,2022,38,679,-10,26413,26947
VIRGINIA|2022|38,VIRGINIA,2022,38,721,-41,30153,29388
WEST VIRGINIA|2022|38,WEST VIRGINIA,2022,38,5,-5,3127,3908
ALABAMA|2022|38,ALABAMA,2022,38,628,11,22271,22488
KENTUCKY|2022|38,KENTUCKY,2022,38,337,-90,13215,12630
MISSISSIPPI|2022|38,MISSISSIPPI,2022,38,145,-34,13934,16154
ARKANSAS|2022|38,ARKANSAS,2022,38,161,-1,10872,13091
LOUISIANA|2022|38,LOUISIANA,2022,38,220,-74,25783,24968
OKLAHOMA|2022|38,OKLAHOMA,2022,38,28,-22,7990,15240
TEXAS|2022|38,TEXAS,2022,38,660,245,71046,111873
ARIZONA|2022|38,ARIZONA,2022,38,573,34,29508,31204
COLORADO|2022|38,COLORADO,2022,38,480,53,16831,20202
IDAHO|2022|38,IDAHO,2022,38,57,-20,3498,4486
MONTANA|2022|38,MONTANA,2022,38,31,-38,2952,3018
NEW MEXICO|2022|38,NEW MEXICO,2022,38,59,-12,7630,9127
UTAH|2022|38,UTAH,2022,38,107,-30,7995,8317
WYOMING|2022|38,WYOMING,2022,38,32,1,943,1578
ALASKA|2022|38,ALASKA,2022,38,56,18,3831,4042
CALIFORNIA|2022|38,CALIFORNIA,2022,38,2277,-10,137184,141663
OREGON|2022|38,OREGON,2022,38,266,-60,11554,11448
WASHINGTON|2022|38,WASHINGTON,2022,38,318,27,13840,22696
NON-US RESIDENTS|2022|38,NON-US RESIDENTS,2022,38,4,1,104,86
MAINE|2022|39,MAINE,2022,39,48,-5,2269,2580
VERMONT|2022|39,VERMONT,2022,39,20,-4,932,611
NEW JERSEY|2022|39,NEW JERSEY,2022,39,427,-99,16960,25472
NEW YORK|2022|39,NEW YORK,2022,39,906,54,29133,30249
PENNSYLVANIA|2022|39,PENNSYLVANIA,2022,39,697,671,40225,40112
MICHIGAN|2022|39,MICHIGAN,2022,39,171,-21,22718,34417
WISCONSIN|2022|39,WISCONSIN,2022,39,409,-20,18791,21653
KANSAS|2022|39,KANSAS,2022,39,158,47,8402,11570
MINNESOTA|2022|39,MINNESOTA,2022,39,144,73,16233,17203
MISSOURI|2022|39,MISSOURI,2022,39,262,-62,23097,23938
SOUTH DAKOTA|2022|39,SOUTH DAKOTA,2022,39,76,17,3702,3375
DELAWARE|2022|39,DELAWARE,2022,39,102,29,3828,3553
DISTRICT OF COLUMBIA|2022|39,DISTRICT OF COLUMBIA,2022,39,45,-44,5905,5154
FLORIDA|2022|39,FLORIDA,2022,39,1133,-596,74368,78314
GEORGIA|2022|39,GEORGIA,2022,39,85,-94,43397,50012
NORTH CAROLINA|2022|39,NORTH CAROLINA,2022,39,1,-1,39053,47848
SOUTH CAROLINA|2022|39,SOUTH CAROLINA,2022,39,599,-80,27014,27628
VIRGINIA|2022|39,VIRGINIA,2022,39,699,-22,30985,30231
WEST VIRGINIA|2022|39,WEST VIRGINIA,2022,39,12,7,3216,4003
ALABAMA|2022|39,ALABAMA,2022,39,484,-144,22755,23164
KENTUCKY|2022|39,KENTUCKY,2022,39,325,-12,13540,13033
MISSISSIPPI|2022|39,MISSISSIPPI,2022,39,236,91,14529,16613
TENNESSEE|2022|39,TENNESSEE,2022,39,383,207,22182,30213
ARKANSAS|2022|39,ARKANSAS,2022,39,182,21,11240,13432
LOUISIANA|2022|39,LOUISIANA,2022,39,173,-47,26506,25642
OKLAHOMA|2022|39,OKLAHOMA,2022,39,54,26,8307,15641
ARIZONA|2022|39,ARIZONA,2022,39,509,-64,30338,32036
COLORADO|2022|39,COLORADO,2022,39,535,55,17532,20789
IDAHO|2022|39,IDAHO,2022,39,69,12,3595,4700
MONTANA|2022|39,MONTANA,2022,39,39,8,3046,3084
NEW MEXICO|2022|39,NEW MEXICO,2022,39,72,13,7913,9347
UTAH|2022|39,UTAH,2022,39,127,20,8172,8553
WYOMING|2022|39,WYOMING,2022,39,29,-3,998,1622
ALASKA|2022|39,ALASKA,2022,39,46,-10,3930,4163
CALIFORNIA|2022|39,CALIFORNIA,2022,39,2208,-69,140745,145692
OREGON|2022|39,OREGON,2022,39,293,27,11847,11787
WASHINGTON|2022|39,WASHINGTON,2022,39,380,62,14221,23231
MAINE|2022|40,MAINE,2022,40,41,-7,2310,2637
VERMONT|2022|40,VERMONT,2022,40,16,-4,947,631
NEW JERSEY|2022|40,NEW JERSEY,2022,40,497,70,17457,26126
NEW YORK|2022|40,NEW YORK,2022,40,807,-99,29938,31023
PENNSYLVANIA|2022|40,PENNSYLVANIA,2022,40,757,60,41131,41234
ILLINOIS|2022|40,ILLINOIS,2022,40,32,-36,32697,56460
MICHIGAN|2022|40,MICHIGAN,2022,40,193,22,23287,35300
WISCONSIN|2022|40,WISCONSIN,2022,40,403,-6,19263,22201
IOWA|2022|40,IOWA,2022,40,30,-45,9722,10074
KANSAS|2022|40,KANSAS,2022,40,133,-25,8535,11865
MINNESOTA|2022|40,MINNESOTA,2022,40,113,-31,16720,17671
NORTH DAKOTA|2022|40,NORTH DAKOTA,2022,40,2,1,2029,3128
SOUTH DAKOTA|2022|40,SOUTH DAKOTA,2022,40,1,-75,3703,3465
DISTRICT OF COLUMBIA|2022|40,DISTRICT OF COLUMBIA,2022,40,8,-37,6003,5292
FLORIDA|2022|40,FLORIDA,2022,40,1372,239,76259,80328
GEORGIA|2022|40,GEORGIA,2022,40,785,700,44182,53217
NORTH CAROLINA|2022|40,NORTH CAROLINA,2022,40,1,0,40064,49158
SOUTH CAROLINA|2022|40,SOUTH CAROLINA,2022,40,623,24,27644,28340
VIRGINIA|2022|40,VIRGINIA,2022,40,736,37,31837,31003
WEST VIRGINIA|2022|40,WEST VIRGINIA,2022,40,14,2,3342,4103
KENTUCKY|2022|40,KENTUCKY,2022,40,389,64,13933,13483
MISSISSIPPI|2022|40,MISSISSIPPI,2022,40,221,-15,14929,17051
ARKANSAS|2022|40,ARKANSAS,2022,40,210,28,11664,13819
LOUISIANA|2022|40,LOUISIANA,2022,40,543,370,27583,26325
OKLAHOMA|2022|40,OKLAHOMA,2022,40,57,3,8591,16072
COLORADO|2022|40,COLORADO,2022,40,446,-89,20252,21381
IDAHO|2022|40,IDAHO,2022,40,42,-27,3656,4819
MONTANA|2022|40,MONTANA,2022,40,47,8,3127,3152
NEW MEXICO|2022|40,NEW MEXICO,2022,40,46,-26,8090,9581
UTAH|2022|40,UTAH,2022,40,164,37,8409,8751
WYOMING|2022|40,WYOMING,2022,40,25,-4,1034,1662
ALASKA|2022|40,ALASKA,2022,40,48,2,4035,4305
CALIFORNIA|2022|40,CALIFORNIA,2022,40,2273,65,144427,149654
OREGON|2022|40,OREGON,2022,40,304,11,12153,12122
WASHINGTON|2022|40,WASHINGTON,2022,40,400,20,14621,23817
NON-US RESIDENTS|2022|40,NON-US RESIDENTS,2022,40,6,2,110,90
MAINE|2022|41,MAINE,2022,41,49,8,2359,2687
MASSACHUSETTS|2022|41,MASSACHUSETTS,2022,41,476,71,22192,20978
VERMONT|2022|41,VERMONT,2022,41,21,5,968,650
NEW JERSEY|2022|41,NEW JERSEY,2022,41,517,20,17974,26831
NEW YORK|2022|41,NEW YORK,2022,41,733,-74,30670,31741
PENNSYLVANIA|2022|41,PENNSYLVANIA,2022,41,738,-19,41940,42313
ILLINOIS|2022|41,ILLINOIS,2022,41,44,12,33786,57647
INDIANA|2022|41,INDIANA,2022,41,517,158,24650,27429
MICHIGAN|2022|41,MICHIGAN,2022,41,221,28,23817,36425
WISCONSIN|2022|41,WISCONSIN,2022,41,402,-1,19769,22746
IOWA|2022|41,IOWA,2022,41,42,12,10035,12368
KANSAS|2022|41,KANSAS,2022,41,139,6,8674,12124
MINNESOTA|2022|41,MINNESOTA,2022,41,30,-83,17012,18095
MISSOURI|2022|41,MISSOURI,2022,41,262,0,23713,25261
NEBRASKA|2022|41,NEBRASKA,2022,41,78,-54,7378,6978
SOUTH DAKOTA|2022|41,SOUTH DAKOTA,2022,41,44,43,3875,3809
DELAWARE|2022|41,DELAWARE,2022,41,137,35,4042,3719
DISTRICT OF COLUMBIA|2022|41,DISTRICT OF COLUMBIA,2022,41,19,11,6173,5459
FLORIDA|2022|41,FLORIDA,2022,41,1595,223,78464,82279
GEORGIA|2022|41,GEORGIA,2022,41,742,-43,44924,54508
SOUTH CAROLINA|2022|41,SOUTH CAROLINA,2022,41,675,52,28320,29118
VIRGINIA|2022|41,VIRGINIA,2022,41,771,35,32630,31764
WEST VIRGINIA|2022|41,WEST VIRGINIA,2022,41,18,4,3430,4212
KENTUCKY|2022|41,KENTUCKY,2022,41,315,-74,14251,13997
MISSISSIPPI|2022|41,MISSISSIPPI,2022,41,156,-65,15334,17519
TENNESSEE|2022|41,TENNESSEE,2022,41,199,-184,27672,31792
ARKANSAS|2022|41,ARKANSAS,2022,41,164,-46,11999,14170
LOUISIANA|2022|41,LOUISIANA,2022,41,334,-209,28048,27036
OKLAHOMA|2022|41,OKLAHOMA,2022,41,51,-6,8818,16421
ARIZONA|2022|41,ARIZONA,2022,41,454,-55,32060,33580
COLORADO|2022|41,COLORADO,2022,41,550,104,20779,21996
IDAHO|2022|41,IDAHO,2022,41,94,52,3854,4978
MONTANA|2022|41,MONTANA,2022,41,60,13,3208,3232
NEW MEXICO|2022|41,NEW MEXICO,2022,41,73,27,8306,10166
UTAH|2022|41,UTAH,2022,41,111,-53,8586,8941
WYOMING|2022|41,WYOMING,2022,41,21,-4,1065,1697
ALASKA|2022|41,ALASKA,2022,41,29,-19,4112,4409
CALIFORNIA|2022|41,CALIFORNIA,2022,41,2319,46,148363,153298
OREGON|2022|41,OREGON,2022,41,298,-6,12451,12471
WASHINGTON|2022|41,WASHINGTON,2022,41,419,19,15040,24386
NON-US RESIDENTS|2022|41,NON-US RESIDENTS,2022,41,3,-3,113,91
MAINE|2022|42,MAINE,2022,42,60,11,2394,2747
MASSACHUSETTS|2022|42,MASSACHUSETTS,2022,42,1,-475,22193,21570
NEW JERSEY|2022|42,NEW JERSEY,2022,42,446,-71,18420,27501
NEW YORK|2022|42,NEW YORK,2022,42,877,144,31484,32496
PENNSYLVANIA|2022|42,PENNSYLVANIA,2022,42,811,73,43372,43359
ILLINOIS|2022|42,ILLINOIS,2022,42,53,9,34847,59066
MICHIGAN|2022|42,MICHIGAN,2022,42,223,2,24410,37300
WISCONSIN|2022|42,WISCONSIN,2022,42,410,8,20282,23201
IOWA|2022|42,IOWA,2022,42,32,-10,10390,12711
KANSAS|2022|42,KANSAS,2022,42,111,-28,8785,12405
MINNESOTA|2022|42,MINNESOTA,2022,42,29,-1,17309,18500
MISSOURI|2022|42,MISSOURI,2022,42,259,-3,24414,25853
NEBRASKA|2022|42,NEBRASKA,2022,42,135,57,7631,7089
NORTH DAKOTA|2022|42,NORTH DAKOTA,2022,42,1,-1,2036,3276
SOUTH DAKOTA|2022|42,SOUTH DAKOTA,2022,42,64,20,4010,3901
DELAWARE|2022|42,DELAWARE,2022,42,194,57,4234,3869
DISTRICT OF COLUMBIA|2022|42,DISTRICT OF COLUMBIA,2022,42,115,96,6427,5606
FLORIDA|2022|42,FLORIDA,2022,42,1500,-95,80470,84378
GEORGIA|2022|42,GEORGIA,2022,42,747,5,45671,55862
NORTH CAROLINA|2022|42,NORTH CAROLINA,2022,42,1,0,42491,51740
SOUTH CAROLINA|2022|42,SOUTH CAROLINA,2022,42,747,72,29073,29800
VIRGINIA|2022|42,VIRGINIA,2022,42,858,87,33581,32585
WEST VIRGINIA|2022|42,WEST VIRGINIA,2022,42,19,1,3563,4333
ALABAMA|2022|42,ALABAMA,2022,42,603,119,24864,25052
KENTUCKY|2022|42,KENTUCKY,2022,42,322,7,14732,14547
MISSISSIPPI|2022|42,MISSISSIPPI,2022,42,139,-17,15810,17962
TENNESSEE|2022|42,TENNESSEE,2022,42,248,49,27920,32489
ARKANSAS|2022|42,ARKANSAS,2022,42,161,-3,12722,14550
LOUISIANA|2022|42,LOUISIANA,2022,42,346,12,28762,27721
OKLAHOMA|2022|42,OKLAHOMA,2022,42,46,-5,9049,16809
ARIZONA|2022|42,ARIZONA,2022,42,467,13,32915,34388
IDAHO|2022|42,IDAHO,2022,42,95,1,3966,5108
MONTANA|2022|42,MONTANA,2022,42,66,6,3296,3305
NEW MEXICO|2022|42,NEW MEXICO,2022,42,29,-44,8376,10401
UTAH|2022|42,UTAH,2022,42,161,50,8840,9175
WYOMING|2022|42,WYOMING,2022,42,24,3,1117,1728
ALASKA|2022|42,ALASKA,2022,42,38,9,4207,4506
CALIFORNIA|2022|42,CALIFORNIA,2022,42,2391,72,152338,156994
OREGON|2022|42,OREGON,2022,42,290,-8,12744,12791
WASHINGTON|2022|42,WASHINGTON,2022,42,422,3,15462,24906
NON-US RESIDENTS|2022|42,NON-US RESIDENTS,2022,42,3,0,118,92
MAINE|2022|43,MAINE,2022,43,49,-11,2445,2826
MASSACHUSETTS|2022|43,MASSACHUSETTS,2022,43,384,383,23259,22072
VERMONT|2022|43,VERMONT,2022,43,28,7,1017,692
NEW JERSEY|2022|43,NEW JERSEY,2022,43,440,-6,18860,28146
NEW YORK|2022|43,NEW YORK,2022,43,818,-59,32301,33282
PENNSYLVANIA|2022|43,PENNSYLVANIA,2022,43,737,-74,44932,44430
ILLINOIS|2022|43,ILLINOIS,2022,43,71,18,36055,60403
MICHIGAN|2022|43,MICHIGAN,2022,43,184,-39,25164,38179
WISCONSIN|2022|43,WISCONSIN,2022,43,401,-9,20809,23720
IOWA|2022|43,IOWA,2022,43,30,-2,10644,13026
KANSAS|2022|43,KANSAS,2022,43,105,-6,8890,12658
MINNESOTA|2022|43,MINNESOTA,2022,43,89,60,17980,18923
MISSOURI|2022|43,MISSOURI,2022,43,249,-10,25070,26432
NEBRASKA|2022|43,NEBRASKA,2022,43,119,-16,7800,7261
SOUTH DAKOTA|2022|43,SOUTH DAKOTA,2022,43,94,30,4179,4010
DELAWARE|2022|43,DELAWARE,2022,43,56,-138,4290,3983
DISTRICT OF COLUMBIA|2022|43,DISTRICT OF COLUMBIA,2022,43,105,-10,6617,5768
FLORIDA|2022|43,FLORIDA,2022,43,1618,118,82684,86513
GEORGIA|2022|43,GEORGIA,2022,43,163,-584,45834,57283
NORTH CAROLINA|2022|43,NORTH CAROLINA,2022,43,7,6,44399,53060
SOUTH CAROLINA|2022|43,SOUTH CAROLINA,2022,43,635,-112,29731,30529
VIRGINIA|2022|43,VIRGINIA,2022,43,779,-79,34412,33424
ALABAMA|2022|43,ALABAMA,2022,43,618,15,25516,25693
KENTUCKY|2022|43,KENTUCKY,2022,43,387,65,15120,15008
MISSISSIPPI|2022|43,MISSISSIPPI,2022,43,148,9,16278,18418
TENNESSEE|2022|43,TENNESSEE,2022,43,224,-24,28144,33160
ARKANSAS|2022|43,ARKANSAS,2022,43,199,38,13100,14888
LOUISIANA|2022|43,LOUISIANA,2022,43,343,-3,29493,28401
OKLAHOMA|2022|43,OKLAHOMA,2022,43,69,23,9276,17340
ARIZONA|2022|43,ARIZONA,2022,43,459,-8,33757,35189
IDAHO|2022|43,IDAHO,2022,43,99,4,4096,5194
MONTANA|2022|43,MONTANA,2022,43,49,-17,3350,3388
NEW MEXICO|2022|43,NEW MEXICO,2022,43,13,-16,8662,10627
UTAH|2022|43,UTAH,2022,43,178,17,9219,9404
WYOMING|2022|43,WYOMING,2022,43,23,-1,1152,1774
ALASKA|2022|43,ALASKA,2022,43,30,-8,4289,4639
CALIFORNIA|2022|43,CALIFORNIA,2022,43,2347,-44,156121,160656
OREGON|2022|43,OREGON,2022,43,258,-32,13002,13114
WASHINGTON|2022|43,WASHINGTON,2022,43,385,-37,15847,25499
NON-US RESIDENTS|2022|43,NON-US RESIDENTS,2022,43,7,4,125,94
MAINE|2022|44,MAINE,2022,44,77,28,2614,2889
VERMONT|2022|44,VERMONT,2022,44,22,-6,1039,716
NEW JERSEY|2022|44,NEW JERSEY,2022,44,441,1,19301,28814
NEW YORK|2022|44,NEW YORK,2022,44,756,-62,33054,34062
PENNSYLVANIA|2022|44,PENNSYLVANIA,2022,44,754,17,46067,45481
ILLINOIS|2022|44,ILLINOIS,2022,44,75,4,37400,61796
MICHIGAN|2022|44,MICHIGAN,2022,44,202,18,26158,38984
WISCONSIN|2022|44,WISCONSIN,2022,44,394,-7,21274,24212
IOWA|2022|44,IOWA,2022,44,44,14,10892,13379
KANSAS|2022|44,KANSAS,2022,44,133,28,9023,12905
MINNESOTA|2022|44,MINNESOTA,2022,44,107,18,18248,19366
MISSOURI|2022|44,MISSOURI,2022,44,308,59,25855,27092
NEBRASKA|2022|44,NEBRASKA,2022,44,134,15,7973,7476
SOUTH DAKOTA|2022|44,SOUTH DAKOTA,2022,44,91,-3,4296,4109
DELAWARE|2022|44,DELAWARE,2022,44,4,-52,4295,4087
DISTRICT OF COLUMBIA|2022|44,DISTRICT OF COLUMBIA,2022,44,80,-25,6746,5917
FLORIDA|2022|44,FLORIDA,2022,44,1437,-181,84714,88470
GEORGIA|2022|44,GEORGIA,2022,44,812,649,46646,58709
NORTH CAROLINA|2022|44,NORTH CAROLINA,2022,44,4,-3,45785,54402
SOUTH CAROLINA|2022|44,SOUTH CAROLINA,2022,44,703,68,30493,31326
VIRGINIA|2022|44,VIRGINIA,2022,44,725,-54,35195,34167
WEST VIRGINIA|2022|44,WEST VIRGINIA,2022,44,11,-8,3731,4516
ALABAMA|2022|44,ALABAMA,2022,44,527,-91,26071,26280
KENTUCKY|2022|44,KENTUCKY,2022,44,343,-44,15463,15363
MISSISSIPPI|2022|44,MISSISSIPPI,2022,44,152,4,16690,18870
TENNESSEE|2022|44,TENNESSEE,2022,44,247,23,29956,34056
ARKANSAS|2022|44,ARKANSAS,2022,44,191,-8,13422,15278
LOUISIANA|2022|44,LOUISIANA,2022,44,341,-2,30163,29082
OKLAHOMA|2022|44,OKLAHOMA,2022,44,41,-28,9436,17752
ARIZONA|2022|44,ARIZONA,2022,44,469,10,34569,35955
IDAHO|2022|44,IDAHO,2022,44,114,15,4234,5292
MONTANA|2022|44,MONTANA,2022,44,44,-5,3422,3451
NEW MEXICO|2022|44,NEW MEXICO,2022,44,11,-2,8683,10784
UTAH|2022|44,UTAH,2022,44,83,-95,9327,9626
WYOMING|2022|44,WYOMING,2022,44,21,-2,1213,1806
ALASKA|2022|44,ALASKA,2022,44,59,29,4428,4746
CALIFORNIA|2022|44,CALIFORNIA,2022,44,2233,-114,159693,164295
OREGON|2022|44,OREGON,2022,44,320,62,13325,13409
WASHINGTON|2022|44,WASHINGTON,2022,44,408,23,16255,26066
US TERRITORIES|2022|44,US TERRITORIES,2022,44,3,1,2402,4306
PUERTO RICO|2022|44,PUERTO RICO,2022,44,3,1,2402,4306
NON-US RESIDENTS|2022|44,NON-US RESIDENTS,2022,44,2,-5,127,96
MAINE|2022|45,MAINE,2022,45,59,-18,2678,2953
VERMONT|2022|45,VERMONT,2022,45,22,0,1062,749
NEW JERSEY|2022|45,NEW JERSEY,2022,45,384,-57,19685,29457
NEW YORK|2022|45,NEW YORK,2022,45,638,-118,33691,34868
PENNSYLVANIA|2022|45,PENNSYLVANIA,2022,45,735,-19,46885,46473
ILLINOIS|2022|45,ILLINOIS,2022,45,36,-39,38668,63194
MICHIGAN|2022|45,MICHIGAN,2022,45,189,-13,27036,39754
WISCONSIN|2022|45,WISCONSIN,2022,45,429,35,21786,24747
IOWA|2022|45,IOWA,2022,45,47,3,11131,13698
KANSAS|2022|45,KANSAS,2022,45,114,-19,10539,13165
MINNESOTA|2022|45,MINNESOTA,2022,45,121,14,19007,19822
MISSOURI|2022|45,MISSOURI,2022,45,224,-84,26402,27694
NEBRASKA|2022|45,NEBRASKA,2022,45,114,-20,8148,7647
SOUTH DAKOTA|2022|45,SOUTH DAKOTA,2022,45,66,-25,4398,4207
DELAWARE|2022|45,DELAWARE,2022,45,216,212,4510,4206
DISTRICT OF COLUMBIA|2022|45,DISTRICT OF COLUMBIA,2022,45,91,11,6933,6065
FLORIDA|2022|45,FLORIDA,2022,45,1299,-138,86561,90427
GEORGIA|2022|45,GEORGIA,2022,45,624,-188,47270,60024
NORTH CAROLINA|2022|45,NORTH CAROLINA,2022,45,6,2,47176,55730
SOUTH CAROLINA|2022|45,SOUTH CAROLINA,2022,45,646,-57,31163,32056
VIRGINIA|2022|45,VIRGINIA,2022,45,666,-59,35902,35095
WEST VIRGINIA|2022|45,WEST VIRGINIA,2022,45,8,-3,3792,4623
ALABAMA|2022|45,ALABAMA,2022,45,641,114,26751,27784
KENTUCKY|2022|45,KENTUCKY,2022,45,389,46,15853,15756
MISSISSIPPI|2022|45,MISSISSIPPI,2022,45,120,-32,17114,19300
ARKANSAS|2022|45,ARKANSAS,2022,45,219,28,13779,15632
LOUISIANA|2022|45,LOUISIANA,2022,45,334,-7,30901,29789
OKLAHOMA|2022|45,OKLAHOMA,2022,45,31,-10,9601,18158
COLORADO|2022|45,COLORADO,2022,45,491,-59,22874,23050
IDAHO|2022|45,IDAHO,2022,45,162,48,4400,5418
MONTANA|2022|45,MONTANA,2022,45,33,-11,3475,3523
NEW MEXICO|2022|45,NEW MEXICO,2022,45,11,0,8844,11000
UTAH|2022|45,UTAH,2022,45,138,55,9606,9883
WYOMING|2022|45,WYOMING,2022,45,14,-7,1234,1863
ALASKA|2022|45,ALASKA,2022,45,29,-30,4497,4839
CALIFORNIA|2022|45,CALIFORNIA,2022,45,1970,-263,162276,167982
OREGON|2022|45,OREGON,2022,45,273,-47,13596,13677
WASHINGTON|2022|45,WASHINGTON,2022,45,361,-47,16616,26614
MAINE|2022|46,MAINE,2022,46,39,-20,2722,3012
MASSACHUSETTS|2022|46,MASSACHUSETTS,2022,46,444,60,24885,24118
RHODE ISLAND|2022|46,RHODE ISLAND,2022,46,96,21,3952,4336
VERMONT|2022|46,VERMONT,2022,46,19,-3,1082,776
NEW JERSEY|2022|46,NEW JERSEY,2022,46,477,93,20162,30153
NEW YORK|2022|46,NEW YORK,2022,46,943,305,34631,35657
PENNSYLVANIA|2022|46,PENNSYLVANIA,2022,46,716,-19,47856,47496
ILLINOIS|2022|46,ILLINOIS,2022,46,71,35,40663,64646
MICHIGAN|2022|46,MICHIGAN,2022,46,278,89,27825,40715
WISCONSIN|2022|46,WISCONSIN,2022,46,389,-40,22275,25269
IOWA|2022|46,IOWA,2022,46,34,-13,12700,14021
KANSAS|2022|46,KANSAS,2022,46,115,1,10654,13467
MINNESOTA|2022|46,MINNESOTA,2022,46,66,-55,19391,20279
MISSOURI|2022|46,MISSOURI,2022,46,303,79,27171,28302
NEBRASKA|2022|46,NEBRASKA,2022,46,156,42,8411,7887
SOUTH DAKOTA|2022|46,SOUTH DAKOTA,2022,46,63,-3,4477,4314
DELAWARE|2022|46,DELAWARE,2022,46,106,-110,4615,4331
DISTRICT OF COLUMBIA|2022|46,DISTRICT OF COLUMBIA,2022,46,56,-35,7046,6219
FLORIDA|2022|46,FLORIDA,2022,46,1404,105,88715,92668
GEORGIA|2022|46,GEORGIA,2022,46,529,-95,47799,61332
NORTH CAROLINA|2022|46,NORTH CAROLINA,2022,46,7,1,48368,57130
SOUTH CAROLINA|2022|46,SOUTH CAROLINA,2022,46,688,42,31851,32792
VIRGINIA|2022|46,VIRGINIA,2022,46,764,98,36735,35889
WEST VIRGINIA|2022|46,WEST VIRGINIA,2022,46,4,-4,3857,4723
ALABAMA|2022|46,ALABAMA,2022,46,532,-109,27322,28403
KENTUCKY|2022|46,KENTUCKY,2022,46,386,-3,16240,16107
MISSISSIPPI|2022|46,MISSISSIPPI,2022,46,54,-66,17381,19788
TENNESSEE|2022|46,TENNESSEE,2022,46,324,77,30406,35558
ARKANSAS|2022|46,ARKANSAS,2022,46,158,-61,14119,16048
LOUISIANA|2022|46,LOUISIANA,2022,46,472,138,31793,30488
OKLAHOMA|2022|46,OKLAHOMA,2022,46,52,21,9871,18575
ARIZONA|2022|46,ARIZONA,2022,46,512,43,35515,37498
IDAHO|2022|46,IDAHO,2022,46,83,-79,4653,5595
MONTANA|2022|46,MONTANA,2022,46,53,20,3567,3599
NEW MEXICO|2022|46,NEW MEXICO,2022,46,12,1,9063,11252
UTAH|2022|46,UTAH,2022,46,180,42,9865,10118
WYOMING|2022|46,WYOMING,2022,46,16,2,1270,1892
ALASKA|2022|46,ALASKA,2022,46,46,17,4603,4948
CALIFORNIA|2022|46,CALIFORNIA,2022,46,2260,290,167258,171837
OREGON|2022|46,OREGON,2022,46,353,80,13949,13985
WASHINGTON|2022|46,WASHINGTON,2022,46,569,208,17185,27129
NON-US RESIDENTS|2022|46,NON-US RESIDENTS,2022,46,1,-1,129,101
MAINE|2022|47,MAINE,2022,47,52,13,2784,3054
RHODE ISLAND|2022|47,RHODE ISLAND,2022,47,103,7,4068,4425
NEW JERSEY|2022|47,NEW JERSEY,2022,47,365,-112,20527,30652
NEW YORK|2022|47,NEW YORK,2022,47,595,-348,35226,36249
PENNSYLVANIA|2022|47,PENNSYLVANIA,2022,47,651,-65,49191,48383
ILLINOIS|2022|47,ILLINOIS,2022,47,13,-58,41516,65683
MICHIGAN|2022|47,MICHIGAN,2022,47,158,-120,28531,41373
WISCONSIN|2022|47,WISCONSIN,2022,47,255,-134,22619,25658
KANSAS|2022|47,KANSAS,2022,47,76,-39,10730,13634
MINNESOTA|2022|47,MINNESOTA,2022,47,11,-55,19529,20608
MISSOURI|2022|47,MISSOURI,2022,47,291,-12,27818,28715
SOUTH DAKOTA|2022|47,SOUTH DAKOTA,2022,47,62,-1,4566,4383
DELAWARE|2022|47,DELAWARE,2022,47,47,-59,4661,4399
DISTRICT OF COLUMBIA|2022|47,DISTRICT OF COLUMBIA,2022,47,61,5,7226,6325
FLORIDA|2022|47,FLORIDA,2022,47,1034,-370,90147,94033
NORTH CAROLINA|2022|47,NORTH CAROLINA,2022,47,3,-4,49417,57996
SOUTH CAROLINA|2022|47,SOUTH CAROLINA,2022,47,595,-93,32446,33482
VIRGINIA|2022|47,VIRGINIA,2022,47,622,-142,37408,36742
WEST VIRGINIA|2022|47,WEST VIRGINIA,2022,47,5,1,3903,4774
ALABAMA|2022|47,ALABAMA,2022,47,474,-58,27852,28828
KENTUCKY|2022|47,KENTUCKY,2022,47,292,-94,16533,16366
MISSISSIPPI|2022|47,MISSISSIPPI,2022,47,86,32,17779,20089
ARKANSAS|2022|47,ARKANSAS,2022,47,114,-44,14380,16314
LOUISIANA|2022|47,LOUISIANA,2022,47,246,-226,32243,30898
OKLAHOMA|2022|47,OKLAHOMA,2022,47,15,-37,10054,18830
ARIZONA|2022|47,ARIZONA,2022,47,361,-151,36150,38028
