CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,GEOID,latitude,longitude,state
45051051000,South Carolina,Horry County,1,2429,1229,0,0,0.0,0,0,0,0,0,0,4.7,68917.0,1,1,1,1,1,0,0,0,860.0,1604.0,860.0,211.0,453.0,211.0,1604.0,66.05,453.0,18.64,232.0,9.53,193.0,7.96,1437.0,59.15,93.0,3.84,24.0,1.0,1.0,0.04,8.0,0.33,41.0,1.68,76.0,3.11,17.0,1.39,17.0,1.36,860.0,35.43,211.0,8.67,133.0,5.46,84.0,3.46,775.0,31.9,54.0,2.22,6.0,0.27,0.0,0.0,3.0,0.12,22.0,0.91,43.0,1.76,11.0,0.86,9.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,336,392,2176,132,39,1,19,62,106,49,47,45051051000,33.6681674496802,-78.94872663928912,SC
45051051201,South Carolina,Horry County,1,1442,687,0,0,0.0,0,0,0,0,0,0,12.7,63221.0,0,1,0,1,0,0,0,0,0.0,1042.0,0.0,0.0,237.0,0.0,1042.0,72.24,237.0,16.43,134.0,9.27,291.0,20.18,999.0,69.24,11.0,0.75,9.0,0.6,0.0,0.0,4.0,0.28,20.0,1.37,27.0,1.87,46.0,6.63,23.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,190,375,1383,15,12,0,5,27,38,82,34,45051051201,33.61471613155486,-78.9705787172034,SC
45051051202,South Carolina,Horry County,1,2375,1165,0,0,0.0,0,0,0,0,0,1,13.9,49688.0,0,0,0,0,0,0,0,0,,155.0,,,47.0,,155.0,6.53,47.0,1.98,13.0,0.57,25.0,1.05,152.0,6.42,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.04,0.0,0.0,0.0,0.0,4.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,321,483,2287,17,10,1,10,50,40,24,58,45051051202,33.60251902282965,-78.98234512086378,SC
45051051301,South Carolina,Horry County,1,1194,589,0,0,0.0,0,0,0,0,0,0,4.8,57279.0,0,1,0,1,0,0,0,0,,871.0,,,254.0,,871.0,72.99,254.0,21.25,97.0,8.12,257.0,21.5,836.0,70.04,4.0,0.36,3.0,0.24,0.0,0.0,5.0,0.39,23.0,1.97,20.0,1.69,14.0,2.3,17.0,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,125,391,1155,5,3,0,6,25,22,20,26,45051051301,33.59158805775292,-78.9922296491754,SC
45051051302,South Carolina,Horry County,1,2517,1134,0,0,0.0,0,0,0,0,0,0,7.0,72681.0,0,1,0,1,0,0,0,0,13.0,1683.0,13.0,3.0,395.0,3.0,1683.0,66.88,395.0,15.7,356.0,14.14,360.0,14.29,1650.0,65.57,6.0,0.23,4.0,0.15,0.0,0.0,3.0,0.11,21.0,0.82,8.0,0.31,36.0,3.16,55.0,4.81,13.0,0.53,3.0,0.12,3.0,0.12,3.0,0.12,13.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,462,591,2445,11,5,0,5,51,50,52,90,45051051302,33.580394627109335,-79.00873270407425,SC
45051051403,South Carolina,Horry County,1,4490,1991,0,0,0.0,0,0,0,0,0,0,7.8,69410.0,0,1,0,1,0,0,0,0,448.0,2892.0,448.0,178.0,950.0,178.0,2892.0,64.41,950.0,21.16,506.0,11.26,689.0,15.35,2603.0,57.96,54.0,1.21,89.0,1.98,3.0,0.07,13.0,0.29,130.0,2.9,140.0,3.11,42.0,2.1,129.0,6.47,448.0,9.98,178.0,3.96,93.0,2.06,87.0,1.93,356.0,7.92,7.0,0.16,15.0,0.32,0.0,0.0,2.0,0.05,68.0,1.52,69.0,1.54,11.0,0.54,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,751,1140,4060,101,122,4,21,182,204,69,224,45051051403,33.64540158061848,-78.96681335421911,SC
45051051404,South Carolina,Horry County,1,3204,1545,0,0,0.0,0,0,0,0,0,0,10.4,61365.0,0,1,0,1,0,0,0,0,,2112.0,,,770.0,,2112.0,65.92,770.0,24.05,313.0,9.78,589.0,18.38,1987.0,62.02,42.0,1.31,20.0,0.64,1.0,0.03,6.0,0.19,56.0,1.74,69.0,2.14,38.0,2.49,58.0,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,479,814,2962,99,43,1,7,92,115,66,118,45051051404,33.624282362789195,-78.98767795926867,SC
45051051405,South Carolina,Horry County,1,3524,1615,0,0,0.0,0,0,0,0,0,0,11.7,54688.0,0,1,0,1,0,0,0,0,,1788.0,,,553.0,,1788.0,50.74,553.0,15.7,321.0,9.1,445.0,12.63,1718.0,48.74,24.0,0.67,7.0,0.19,3.0,0.09,3.0,0.08,34.0,0.98,62.0,1.75,32.0,1.98,54.0,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204,607,856,3290,92,17,5,4,116,150,74,112,45051051405,33.60727100780169,-78.99950134862189,SC
45051051406,South Carolina,Horry County,1,3145,1737,0,134,4.26,0,1,0,0,0,1,13.2,50479.0,0,1,0,1,0,0,0,0,0.0,857.0,0.0,0.0,308.0,0.0,857.0,27.26,308.0,9.8,37.0,1.17,567.0,18.02,835.0,26.54,10.0,0.31,1.0,0.03,0.0,0.0,3.0,0.09,9.0,0.29,14.0,0.45,52.0,3.0,43.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,208,1676,3017,59,7,8,10,44,79,224,182,45051051406,33.591260040602705,-79.01838240279886,SC
45051051501,South Carolina,Horry County,1,3730,1414,0,85,2.28,0,0,0,0,0,0,14.2,52739.0,1,1,1,1,1,0,0,0,2367.0,3430.0,2367.0,892.0,1286.0,892.0,3430.0,91.96,1286.0,34.47,737.0,19.77,446.0,11.97,2868.0,76.9,255.0,6.84,61.0,1.63,2.0,0.06,12.0,0.33,231.0,6.19,252.0,6.75,30.0,2.09,194.0,13.75,2367.0,63.46,892.0,23.91,506.0,13.56,332.0,8.89,2004.0,53.72,168.0,4.5,27.0,0.74,1.0,0.03,10.0,0.27,157.0,4.22,168.0,4.5,15.0,1.05,136.0,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,807,476,3085,288,68,10,13,266,289,35,221,45051051501,33.69111126086785,-78.98481773753612,SC
45051051502,South Carolina,Horry County,1,7124,3051,0,0,0.0,0,0,0,0,1,0,18.7,51984.0,1,1,1,1,1,0,0,1,1727.0,4916.0,1727.0,720.0,2099.0,720.0,4916.0,69.01,2099.0,29.47,1082.0,15.18,554.0,7.78,4061.0,57.0,471.0,6.61,85.0,1.2,2.0,0.03,27.0,0.38,270.0,3.79,337.0,4.74,119.0,3.89,237.0,7.76,1727.0,24.24,720.0,10.1,350.0,4.92,205.0,2.88,1428.0,20.04,168.0,2.36,27.0,0.38,1.0,0.01,8.0,0.11,96.0,1.35,102.0,1.43,46.0,1.51,89.0,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240,1578,815,5761,778,123,3,43,416,525,204,423,45051051502,33.67022034633443,-78.98446739626304,SC
45051051503,South Carolina,Horry County,1,4250,1606,0,0,0.0,1,1,1,0,0,1,28.0,43464.0,1,1,1,1,1,0,0,0,4250.0,4250.0,4250.0,2242.0,2242.0,2242.0,4250.0,100.0,2242.0,52.76,994.0,23.39,357.0,8.4,3079.0,72.45,216.0,5.08,89.0,2.09,1.0,0.02,37.0,0.87,828.0,19.48,1395.0,32.82,82.0,5.09,276.0,17.21,4250.0,100.0,2242.0,52.76,994.0,23.39,357.0,8.4,3079.0,72.45,216.0,5.08,89.0,2.09,1.0,0.02,37.0,0.87,828.0,19.48,1395.0,32.82,82.0,5.09,276.0,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461,994,357,3079,216,89,1,37,828,1395,79,255,45051051503,33.688758038629494,-78.95731895798617,SC
45051051603,South Carolina,Horry County,1,3791,1869,0,0,0.0,0,0,0,0,0,0,7.4,71572.0,1,1,1,1,1,0,0,0,3791.0,3791.0,3791.0,737.0,737.0,737.0,3791.0,100.0,737.0,19.44,464.0,12.24,1172.0,30.92,3523.0,92.93,165.0,4.35,26.0,0.69,5.0,0.13,8.0,0.21,64.0,1.69,92.0,2.43,58.0,3.09,52.0,2.78,3791.0,100.0,737.0,19.44,464.0,12.24,1172.0,30.92,3523.0,92.93,165.0,4.35,26.0,0.69,5.0,0.13,8.0,0.21,64.0,1.69,92.0,2.43,58.0,3.09,52.0,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,464,1172,3523,165,26,5,8,64,92,68,66,45051051603,33.636179210780945,-79.07313981790499,SC
45051051605,South Carolina,Horry County,1,5540,2297,0,0,0.0,0,0,0,0,0,0,7.1,67222.0,1,1,1,1,1,0,0,0,3627.0,5285.0,3627.0,642.0,902.0,642.0,5285.0,95.4,902.0,16.27,1026.0,18.53,1388.0,25.06,4707.0,84.97,394.0,7.1,56.0,1.01,8.0,0.14,11.0,0.19,110.0,1.99,97.0,1.75,91.0,3.96,68.0,2.96,3627.0,65.46,642.0,11.59,720.0,13.0,946.0,17.07,3188.0,57.55,299.0,5.39,41.0,0.74,8.0,0.14,9.0,0.16,82.0,1.48,69.0,1.24,60.0,2.62,46.0,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,1080,1438,4939,409,59,8,11,114,101,112,83,45051051605,33.61646570446982,-79.03157846552415,SC
45051051700,South Carolina,Horry County,1,1669,876,0,0,0.0,0,0,0,0,0,0,12.2,54327.0,0,1,0,1,0,0,0,0,206.0,781.0,206.0,72.0,257.0,72.0,781.0,46.8,257.0,15.39,93.0,5.55,238.0,14.25,724.0,43.4,12.0,0.74,12.0,0.72,0.0,0.0,7.0,0.43,25.0,1.51,23.0,1.4,25.0,2.89,29.0,3.28,206.0,12.36,72.0,4.31,21.0,1.24,68.0,4.08,201.0,12.04,0.0,0.0,4.0,0.23,0.0,0.0,0.0,0.0,1.0,0.09,2.0,0.14,9.0,1.07,8.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,195,399,1451,114,34,0,17,53,55,60,62,45051051700,33.64775012545608,-78.93402888780587,SC
45051060101,South Carolina,Horry County,0,4016,1511,0,0,0.0,0,0,0,0,0,0,18.6,52019.0,0,0,0,0,0,0,0,0,,,,,,,3941.0,98.13,2002.0,49.86,562.0,13.99,289.0,7.21,3064.0,76.3,679.0,16.91,27.0,0.67,7.0,0.17,18.0,0.44,146.0,3.64,159.0,3.95,8.0,0.5,158.0,10.49,3675.0,91.52,1887.0,46.98,516.0,12.86,259.0,6.44,2840.0,70.7,650.0,16.2,26.0,0.65,2.0,0.06,17.0,0.43,140.0,3.48,147.0,3.67,5.0,0.33,146.0,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,578,298,3131,683,27,7,18,150,161,8,109,45051060101,33.76755333847764,-79.04084042222571,SC
45051060102,South Carolina,Horry County,1,2960,1090,0,0,0.0,1,1,1,0,0,1,20.3,41890.0,1,1,1,1,1,0,0,0,2711.0,2959.0,2711.0,1388.0,1515.0,1388.0,2959.0,99.98,1515.0,51.2,707.0,23.88,272.0,9.19,2572.0,86.91,121.0,4.09,16.0,0.54,14.0,0.47,17.0,0.57,219.0,7.4,295.0,9.97,43.0,3.91,258.0,23.68,2711.0,91.57,1388.0,46.89,648.0,21.89,255.0,8.62,2349.0,79.35,110.0,3.7,14.0,0.46,13.0,0.45,16.0,0.55,209.0,7.06,279.0,9.42,39.0,3.58,236.0,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556,707,272,2573,121,16,14,17,219,295,42,253,45051060102,33.69844503615543,-79.0364721022328,SC
45051060203,South Carolina,Horry County,1,5622,2083,0,4,0.07,0,0,0,0,0,0,10.8,55833.0,1,1,1,1,1,0,0,0,3882.0,5139.0,3882.0,1003.0,1374.0,1003.0,5139.0,91.42,1374.0,24.44,1321.0,23.5,577.0,10.27,4346.0,77.3,392.0,6.97,77.0,1.38,3.0,0.05,23.0,0.41,298.0,5.3,334.0,5.93,18.0,0.88,214.0,10.29,3882.0,69.04,1003.0,17.84,1019.0,18.13,454.0,8.08,3370.0,59.95,259.0,4.6,60.0,1.06,3.0,0.05,16.0,0.28,174.0,3.1,185.0,3.29,15.0,0.74,161.0,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170,1451,614,4676,445,79,3,28,391,462,24,327,45051060203,33.72548123517672,-78.98492737258003,SC
45051060204,South Carolina,Horry County,1,7601,3153,0,0,0.0,0,0,0,0,0,0,11.2,52983.0,1,1,1,1,1,0,0,0,5071.0,7144.0,5071.0,2018.0,2843.0,2018.0,7144.0,93.98,2843.0,37.4,1495.0,19.67,765.0,10.06,6051.0,79.6,604.0,7.95,89.0,1.17,16.0,0.22,19.0,0.25,365.0,4.81,503.0,6.61,44.0,1.39,163.0,5.16,5071.0,66.72,2018.0,26.56,1016.0,13.37,607.0,7.98,4422.0,58.17,363.0,4.78,63.0,0.83,3.0,0.04,14.0,0.19,205.0,2.7,272.0,3.58,30.0,0.96,116.0,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3173,1600,822,6449,634,98,17,19,384,541,51,181,45051060204,33.7092099134974,-78.95801351678152,SC
45051060206,South Carolina,Horry County,1,6421,2493,0,0,0.0,0,0,0,0,0,0,16.0,71918.0,1,1,1,1,1,0,0,0,3660.0,5270.0,3660.0,1163.0,1674.0,1163.0,5270.0,82.08,1674.0,26.07,1387.0,21.6,414.0,6.44,4419.0,68.82,461.0,7.18,122.0,1.89,0.0,0.0,27.0,0.41,242.0,3.76,288.0,4.49,59.0,2.38,183.0,7.34,3660.0,57.0,1163.0,18.11,982.0,15.29,274.0,4.27,3146.0,48.99,247.0,3.84,98.0,1.53,0.0,0.0,12.0,0.18,158.0,2.45,171.0,2.67,41.0,1.66,127.0,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563,1612,480,5284,650,133,0,31,323,369,96,296,45051060206,33.74918283833741,-78.92720305537712,SC
45051060207,South Carolina,Horry County,1,4940,1745,0,0,0.0,0,0,0,0,0,0,12.1,67031.0,1,1,1,1,1,0,0,0,1699.0,3367.0,1699.0,463.0,917.0,463.0,3367.0,68.15,917.0,18.56,1028.0,20.81,235.0,4.75,2974.0,60.2,155.0,3.14,86.0,1.73,3.0,0.06,10.0,0.2,139.0,2.82,181.0,3.66,8.0,0.44,61.0,3.49,1699.0,34.4,463.0,9.37,508.0,10.29,132.0,2.68,1475.0,29.87,84.0,1.71,33.0,0.67,0.0,0.0,5.0,0.11,101.0,2.05,117.0,2.37,4.0,0.22,31.0,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,1480,327,4385,213,109,9,14,210,262,13,104,45051060207,33.76889005620514,-78.88954045157315,SC
45051060209,South Carolina,Horry County,0,6012,2283,0,0,0.0,0,0,0,0,0,0,15.4,72857.0,0,0,0,0,0,0,0,0,,,,,,,5063.0,84.21,1249.0,20.77,1107.0,18.41,506.0,8.42,4368.0,72.66,353.0,5.88,132.0,2.2,6.0,0.1,13.0,0.22,190.0,3.15,276.0,4.58,15.0,0.67,182.0,7.98,2789.0,46.39,688.0,11.44,670.0,11.14,264.0,4.4,2427.0,40.37,170.0,2.83,63.0,1.05,1.0,0.01,4.0,0.07,123.0,2.05,176.0,2.94,8.0,0.36,98.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,1363,620,5152,428,170,6,21,235,317,19,227,45051060209,33.77185217484135,-78.94747804317699,SC
45051060301,South Carolina,Horry County,0,3236,1224,0,8,0.25,0,0,0,0,0,1,22.0,54111.0,0,0,0,0,0,0,0,0,,,,,,,3019.0,93.29,1256.0,38.81,721.0,22.29,393.0,12.16,2164.0,66.88,736.0,22.75,5.0,0.15,0.0,0.0,17.0,0.54,96.0,2.97,150.0,4.63,67.0,5.48,227.0,18.51,2544.0,78.61,1028.0,31.78,592.0,18.29,341.0,10.54,2090.0,64.58,346.0,10.69,5.0,0.15,0.0,0.0,14.0,0.43,89.0,2.75,144.0,4.46,55.0,4.51,193.0,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,775,421,2281,832,5,0,18,100,155,102,323,45051060301,33.863065017562185,-78.86043956348198,SC
45051060303,South Carolina,Horry County,0,1599,749,0,0,0.0,0,0,0,0,0,0,11.0,87778.0,0,0,0,0,0,0,0,0,,,,,,,1566.0,97.93,276.0,17.24,190.0,11.86,371.0,23.18,1423.0,88.99,77.0,4.79,21.0,1.29,0.0,0.0,5.0,0.32,41.0,2.54,52.0,3.23,6.0,0.75,15.0,2.0,1125.0,70.33,198.0,12.38,135.0,8.45,276.0,17.29,1035.0,64.73,49.0,3.09,13.0,0.83,0.0,0.0,2.0,0.09,25.0,1.58,35.0,2.18,4.0,0.53,11.0,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,197,376,1449,82,21,0,6,41,52,9,24,45051060303,33.82645458226228,-78.73731648529261,SC
45051060403,South Carolina,Horry County,1,2659,1025,0,0,0.0,1,1,1,0,0,1,18.0,49435.0,1,1,1,1,1,0,0,0,2659.0,2659.0,2659.0,1293.0,1293.0,1293.0,2659.0,100.0,1293.0,48.63,660.0,24.82,303.0,11.4,2032.0,76.42,291.0,10.94,39.0,1.47,0.0,0.0,14.0,0.53,283.0,10.64,385.0,14.48,30.0,2.96,157.0,15.34,2659.0,100.0,1293.0,48.63,660.0,24.82,303.0,11.4,2032.0,76.42,291.0,10.94,39.0,1.47,0.0,0.0,14.0,0.53,283.0,10.64,385.0,14.48,30.0,2.96,157.0,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352,660,303,2032,291,39,0,14,283,385,32,166,45051060403,33.8214747695335,-79.01437220859376,SC
45051060404,South Carolina,Horry County,0,1330,587,0,0,0.0,0,0,0,0,0,0,16.2,63226.0,0,0,0,0,0,0,0,0,,,,,,,1180.0,88.73,441.0,33.18,112.0,8.4,285.0,21.43,1116.0,83.92,22.0,1.64,16.0,1.21,1.0,0.08,1.0,0.08,24.0,1.81,38.0,2.84,5.0,0.91,21.0,3.66,800.0,60.14,299.0,22.49,89.0,6.69,181.0,13.58,750.0,56.41,18.0,1.32,11.0,0.84,1.0,0.08,1.0,0.08,19.0,1.42,29.0,2.18,4.0,0.6,14.0,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,117,296,1254,29,19,1,1,26,42,9,36,45051060404,33.80094030072435,-78.97877452713806,SC
45051060405,South Carolina,Horry County,1,5699,1851,0,1311,23.0,1,1,1,0,0,1,39.6,42014.0,1,1,1,1,1,0,0,0,1433.0,4430.0,1433.0,817.0,2653.0,817.0,4430.0,77.74,2653.0,46.55,557.0,9.78,577.0,10.13,3419.0,59.99,727.0,12.75,32.0,0.56,0.0,0.0,11.0,0.19,242.0,4.24,342.0,6.0,57.0,3.06,277.0,14.97,1433.0,25.15,817.0,14.34,127.0,2.23,80.0,1.4,1192.0,20.91,191.0,3.36,3.0,0.05,0.0,0.0,4.0,0.06,44.0,0.77,79.0,1.38,0.0,0.0,81.0,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3823,738,847,4459,811,45,0,18,366,505,102,416,45051060405,33.786723909277995,-79.0095761558918,SC
45051060406,South Carolina,Horry County,1,5623,2385,0,4,0.07,0,0,0,0,0,0,8.4,64219.0,1,1,1,1,1,0,0,0,1650.0,4416.0,1650.0,403.0,1252.0,403.0,4416.0,78.53,1252.0,22.26,757.0,13.46,1075.0,19.11,3949.0,70.23,215.0,3.83,71.0,1.26,4.0,0.07,20.0,0.36,157.0,2.79,153.0,2.71,34.0,1.43,164.0,6.88,1650.0,29.34,403.0,7.16,305.0,5.43,268.0,4.76,1457.0,25.92,82.0,1.46,35.0,0.63,0.0,0.0,8.0,0.15,67.0,1.19,54.0,0.96,8.0,0.33,58.0,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,919,1548,5025,292,83,4,25,194,191,58,259,45051060406,33.752430369729325,-79.00216084050537,SC
45051070101,South Carolina,Horry County,0,4341,1651,0,0,0.0,0,0,0,0,0,0,17.6,58625.0,0,0,0,0,0,0,0,0,,,,,,,4341.0,100.0,1757.0,40.48,1030.0,23.73,500.0,11.52,3412.0,78.6,632.0,14.56,4.0,0.09,20.0,0.46,16.0,0.37,257.0,5.92,269.0,6.2,23.0,1.4,336.0,20.37,4277.0,98.52,1728.0,39.8,1016.0,23.4,487.0,11.21,3384.0,77.96,603.0,13.88,4.0,0.09,20.0,0.45,16.0,0.37,250.0,5.77,269.0,6.2,23.0,1.39,331.0,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038,1030,500,3412,632,4,20,16,257,269,25,373,45051070101,33.91264239880217,-78.9987327052724,SC
45051070102,South Carolina,Horry County,0,3038,1177,0,0,0.0,0,0,0,0,0,1,13.0,50203.0,0,0,0,0,0,0,0,0,,,,,,,3038.0,100.0,1261.0,41.51,729.0,24.0,400.0,13.17,2454.0,80.78,447.0,14.71,17.0,0.56,1.0,0.03,13.0,0.43,106.0,3.49,122.0,4.02,33.0,2.82,158.0,13.41,3038.0,100.0,1261.0,41.51,729.0,24.0,400.0,13.17,2454.0,80.78,447.0,14.71,17.0,0.56,1.0,0.03,13.0,0.43,106.0,3.49,122.0,4.02,33.0,2.82,158.0,13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277,729,400,2454,447,17,1,13,106,122,33,154,45051070102,33.881441597738394,-78.94193025205507,SC
45051070200,South Carolina,Horry County,1,2880,1190,0,0,0.0,0,0,0,0,0,0,7.1,61989.0,0,1,0,1,0,0,0,0,308.0,1970.0,308.0,101.0,652.0,101.0,1970.0,68.4,652.0,22.65,437.0,15.18,366.0,12.69,1611.0,55.93,274.0,9.52,4.0,0.14,1.0,0.03,8.0,0.27,72.0,2.5,115.0,3.99,25.0,2.06,86.0,7.22,308.0,10.69,101.0,3.52,59.0,2.05,44.0,1.53,239.0,8.31,49.0,1.69,0.0,0.01,0.0,0.0,3.0,0.09,17.0,0.59,26.0,0.91,5.0,0.44,14.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,642,490,2333,410,19,1,17,100,192,46,135,45051070200,33.857401552306875,-79.0462324828863,SC
45051070300,South Carolina,Horry County,1,2979,1218,0,50,1.68,1,1,1,1,1,1,18.5,45764.0,1,1,1,1,1,0,0,1,528.0,2212.0,528.0,231.0,963.0,231.0,2212.0,74.25,963.0,32.32,572.0,19.22,270.0,9.08,1001.0,33.61,1122.0,37.67,17.0,0.56,0.0,0.0,0.0,0.0,72.0,2.42,63.0,2.1,141.0,11.61,201.0,16.49,528.0,17.71,231.0,7.75,88.0,2.97,87.0,2.93,159.0,5.33,344.0,11.53,5.0,0.17,0.0,0.0,0.0,0.0,20.0,0.68,11.0,0.35,34.0,2.77,49.0,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,802,354,1406,1468,17,0,2,86,89,271,377,45051070300,33.852930622382004,-79.06603767535206,SC
